verse_id,pair,su_idx,tgt_idx,su_text,tgt_text,sim,len_ratio,punct_diff,ne_overlap,flag
Amos:1:1,su-id,2,1,"Dua taun samemeh aya kajadian lini, waktu Usia ngarajaan nagri Yuda jeung Yarobam putra Yoas ngarajaan nagri Israil, Allah ka Amos ngawahyukeun hal-hal ngeunaan Israil.","Perkataan yang dinyatakan kepada Amos, salah seorang peternak domba dari Tekoa, tentang Israel pada zaman Uzia, raja Yehuda, dan dalam zaman Yerobeam, anak Yoas, raja Israel, dua tahun sebelum gempa bumi.",0.7717,0.769,5,1.0,Low
Amos:1:2,su-id,1,1,"Saur Amos, ""PANGERAN ngagaur ti Gunung sion, gentrana ngageleger ti Yerusalem.","Berkatalah ia: ""TUHAN mengaum dari Sion dan dari Yerusalem Ia memperdengarkan suara-Nya; keringlah padang-padang penggembalaan dan layulah puncak gunung Karmel.""",0.6916,0.517,4,1.0,Low
Amos:1:4,su-id,1,1,"Karaton buatan Raja Hasael ku kami rek dibeakkeun ku seuneu, benteng-benteng Raja Benhadad rek dihuru.","Aku akan melepas api ke dalam istana Hazael, sehingga puri Benhadad dimakan habis;",0.6651,0.789,1,1.0,Medium
Amos:1:10,su-id,1,1,"Kuta-kuta Tirus arek dibeakkeun ku seuneu, bentengna rek dihuru.""","Aku akan melepas api ke dalam tembok Tirus, sehingga purinya dimakan habis.""",0.748,0.933,0,1.0,Medium
Amos:1:16,su-id,2,2,Amos 3,Amos 3,1.0,1.0,0,1.0,High
Amos:1:18,su-id,2,2,Da naon pihadeeunana eta poe keur maraneh?,Apakah gunanya hari TUHAN itu bagimu?,0.6403,0.875,0,1.0,Medium
Amos:1:20,su-id,1,1,"Poena PANGERAN bakal mawa poek, lain mawa caang, hiji poe mendung, lain poe anu bengras.","Bukankah hari TUHAN itu kegelapan dan bukan terang, kelam kabut dan tidak bercahaya?",0.6089,0.789,3,1.0,Low
Amos:1:25,su-id,1,1,"Eh urang Israil, di jero opat puluh taun Kami nuyun maraneh di gurun keusik, Kami teu menta kurban-kurban, teu menta pangbakti.","""Apakah kamu mempersembahkan kepada-Ku korban sembelihan dan korban sajian, selama empat puluh tahun di padang gurun itu, hai kaum Israel?",0.6819,0.963,2,1.0,Medium
Amos:1:26,su-id,1,1,"Ayeuna, ku sabab maraneh geus nyarembah ka arca Sakut, dewa anu ku maraneh dijieun raja, jeung ka Kewan dewa bentang maraneh, maraneh bakal ngagogotong eta arca-arca,","Kamu akan mengangkut Sakut, rajamu, dan Kewan, dewa bintangmu, patung-patungmu yang telah kamu buat bagimu itu,",0.6452,0.697,0,1.0,Medium
Amos:1:27,su-id,2,2,Amos 6,Amos 6,1.0,1.0,0,1.0,High
Amos:1:27,su-id,1,1,"waktu maraneh engke ku Kami dipiceun ka pangbuangan di beulah ditueun Damsik."" Kitu dawuhan PANGERAN, anu jenengana-Na Allah Nu Maha Kawasa.","dan Aku akan membawa kamu ke dalam pembuangan jauh ke seberang Damsyik,"" firman TUHAN, yang nama-Nya Allah semesta alam.",0.6522,0.926,1,1.0,Medium
Amsal:1:1,su-id,1,1,"Ieu siloka-siloka Suleman, putra Daud, raja Israil.","Amsal-amsal Salomo bin Daud, raja Israel,",0.7996,0.833,0,1.0,Medium
Amsal:1:2,su-id,1,1,"Ieu siloka-siloka teh geusan nungtun urang supaya nyaho kana hikmah jeung atikan, supaya bisa neuleuman pitutur-pitutur anu marunel.","untuk mengetahui hikmat dan didikan, untuk mengerti kata-kata yang bermakna,",0.6563,0.583,1,1.0,Medium
Amsal:1:3,su-id,1,1,"Oge ngadidik sangkan hirup urang sugih pangarti, jujur, bener jeung adil.","untuk menerima didikan yang menjadikan pandai, serta kebenaran, keadilan dan kejujuran,",0.7309,1.0,1,1.0,Medium
Amsal:1:6,su-id,1,1,"sangkan ngarti kana hartining siloka anu nyamuni, bisa neuleuman pituturna jalma-jalma bijaksana.","untuk mengerti amsal dan ibarat, perkataan dan teka-teki orang bijak.",0.6761,0.875,0,1.0,Medium
Amsal:1:27,su-id,1,1,"anu datangna kawas angin ngagelebug, mawa topan kasusahan, maraneh nu ngarasa nyeri jeung susahna.","apabila kedahsyatan datang ke atasmu seperti badai, dan celaka melanda kamu seperti angin puyuh, apabila kesukaran dan kecemasan datang menimpa kamu.",0.7054,0.708,0,1.0,Medium
Amsal:1:33,su-id,1,1,"Sabalikna sing saha anu ngagugu ka kami, hirupna tangtu rahayu, salamet tur euweuh pikalewangeun."" Amsal 2","Tetapi siapa mendengarkan aku, ia akan tinggal dengan aman, terlindung dari pada kedahsyatan malapetaka."" Amsal 2",0.6517,1.0,0,1.0,Medium
Amsal:1:35,su-id,3,2,Amsal 4,Amsal 4,1.0,1.0,0,1.0,High
Ayub:1:1,su-id,1,1,"Di tanah Us aya hiji jelema, Ayub jenenganana.",Ada seorang laki-laki di tanah Us bernama Ayub; orang itu saleh dan jujur; ia takut akan Allah dan menjauhi kejahatan.,0.6675,0.4,3,1.0,Low
Ayub:1:2,su-id,1,1,"Kagungan putra tujuh pameget, tilu istri.",Ia mendapat tujuh anak laki-laki dan tiga anak perempuan.,0.7895,0.667,1,1.0,Medium
Ayub:1:3,su-id,1,1,"Kagungan ingon-ingon domba 7.000, onta 3.000, sapi 1.000, kalde 500.","Ia memiliki tujuh ribu ekor kambing domba, tiga ribu ekor unta, lima ratus pasang lembu, lima ratus keledai betina dan budak-budak dalam jumlah yang sangat besar, sehingga orang itu adalah yang terkaya dari semua orang di sebelah timur.",0.6692,0.489,1,1.0,Low
Ayub:1:5,su-id,1,1,"Ari Ayub saban-saban putrana entas pesta, poe isukna pasti gugah subuh-subuh, nyanggakeun kurban, mundut ampun keur putra-putrana.","Setiap kali, apabila hari-hari pesta telah berlalu, Ayub memanggil mereka, dan menguduskan mereka; keesokan harinya, pagi-pagi, bangunlah Ayub, lalu mempersembahkan korban bakaran sebanyak jumlah mereka sekalian, sebab pikirnya: ""Mungkin anak-anakku sudah berbuat dosa dan telah mengutuki Allah di dalam hati."" Demikianlah dilakukan Ayub senantiasa.",0.7066,0.429,6,1.0,Low
Ayub:1:6,su-id,1,1,"Hiji mangsa, waktu mahluk-mahluk surga ngadeuheus ka payuneun PANGERAN, di antarana Si Panggoda oge aya.",Pada suatu hari datanglah anak-anak Allah menghadap TUHAN dan di antara mereka datanglah juga Iblis.,0.6269,0.9,2,1.0,Medium
Ayub:1:8,su-id,1,1,"Timbalan PANGERAN, ""Nyaho maneh ka abdi Kami nu ngaran Ayub?","Lalu bertanyalah TUHAN kepada Iblis: ""Apakah engkau memperhatikan hamba-Ku Ayub?",0.6013,0.867,2,1.0,Medium
Ayub:1:12,su-id,1,1,"Timbalan Allah ka Si Panggoda, ""Heug, sagala pangabogana kawasaan ku maneh, asal ulah ganggu ka dirina."" Leos Si Panggoda undur ti payuneun Allah.","Maka firman TUHAN kepada Iblis: ""Nah, segala yang dipunyainya ada dalam kuasamu; hanya janganlah engkau mengulurkan tanganmu terhadap dirinya."" Kemudian pergilah Iblis dari hadapan TUHAN.",0.6937,0.938,4,1.0,Low
Ayub:1:13,su-id,1,1,"Dina hiji poe, waktu putra-putra Ayub keur pesta di nu cikal,","Pada suatu hari, ketika anak-anaknya yang lelaki dan yang perempuan makan-makan dan minum anggur di rumah saudara mereka yang sulung,",0.6457,0.577,0,1.0,Medium
Ayub:1:15,su-id,3,2,"Mung abdi anu salamet, ngawartosan ka Juragan.""","Hanya aku sendiri yang luput, sehingga dapat memberitahukan hal itu kepada tuan.""",0.6322,0.667,0,1.0,Medium
Ayub:1:16,su-id,3,2,"Mung abdi nu salamet, ngawartosan ka Juragan.""","Hanya aku sendiri yang luput, sehingga dapat memberitahukan hal itu kepada tuan.""",0.6205,0.667,0,1.0,Medium
Ayub:1:17,su-id,4,2,"Mung abdi anu salamet, ngawartosan ka Juragan.""","Hanya aku sendiri yang luput, sehingga dapat memberitahukan hal itu kepada tuan.""",0.6322,0.667,0,1.0,Medium
Ayub:1:19,su-id,3,2,"Mung abdi anu salamet, ngawartosan ka Juragan.""","Hanya aku sendiri yang luput, sehingga dapat memberitahukan hal itu kepada tuan.""",0.6322,0.667,0,1.0,Medium
Ayub:1:22,su-id,2,2,Ayub 2,Ayub 2,1.0,1.0,0,1.0,High
Ayub:1:26,su-id,1,1,"Hayang tengtrem teu tiasa, hayang genah teu tiasa, lara teu aya sudana."" Ayub 4","Aku tidak mendapat ketenangan dan ketenteraman; aku tidak mendapat istirahat, tetapi kegelisahanlah yang timbul."" Ayub 4",0.6738,0.9,2,1.0,Medium
Ayub:1:27,su-id,2,1,"Pek nyanggakeun, mugi-mugi katarima."" Ayub 6","Sesungguhnya, semuanya itu telah kami selidiki, memang demikianlah adanya; dengarkanlah dan camkanlah itu!"" Ayub 6",0.6124,0.55,3,1.0,Low
Ayub:1:37,su-id,1,1,"Eta sagala kalakuan kuring teh arek diunjukkeun ka Allah, tur ngunjukkeunana ge tangtu tatag sarta ludeung.","Setiap langkahku akan kuberitahukan kepada-Nya, selaku pemuka aku akan menghadap Dia.",0.6073,0.833,0,1.0,Medium
Ayub:1:40,su-id,2,2,Ayub 32,Ayub 32,1.0,1.0,0,1.0,High
Ayub:1:41,su-id,2,2,Ayub 39,Ayub 39,1.0,1.0,0,1.0,High
Bilangan:1:1,su-id,1,1,"Dina tanggal hiji bulan kadua, taun kadua ti sanggeus urang Israil budal ti Mesir, PANGERAN nimbalan ka Musa ti Kemah Tepangana-Na di Gurun Keusik Sinai.","TUHAN berfirman kepada Musa di padang gurun Sinai, dalam Kemah Pertemuan, pada tanggal satu bulan yang kedua dalam tahun yang kedua sesudah mereka keluar dari tanah Mesir:",0.7943,1.0,1,1.0,Medium
Bilangan:1:17,su-id,1,1,"Dibantu ku ieu dua welas urang, Musa jeung Harun","Lalu Musa dan Harun memanggil orang-orang yang tertunjuk namanya itu,",0.7084,0.769,0,1.0,Medium
Bilangan:1:18,su-id,1,1,"dina tanggal hiji bulan kadua ngumpulkeun jelema, didaptarkeun nurutkeun rundayan jeung wargana.",dan pada tanggal satu bulan yang kedua mereka menyuruh segenap umat berkumpul.,0.6636,0.929,1,1.0,Medium
Bilangan:1:19,su-id,2,2,Didaptarkeunana ku Musa di Gurun Keusik Sinai.,Demikianlah Musa mencatat mereka di padang gurun Sinai.,0.7965,0.889,0,1.0,Medium
Bilangan:1:20,su-id,1,1,"(1:20-46) Kabeh sakur anu umurna geus dua puluh taun atawa leuwih, anu pantes jadi prajurit, ngaranna dicatet nurutkeun kaom jeung wargana, mimiti ti kaom Rubin, putra Yakub anu cikal.","Ketika silsilah bani Ruben, yaitu keturunan anak sulung Israel, disusun menurut kaum-kaum yang ada dalam suku mereka, maka dicatatlah nama semua laki-laki yang berumur dua puluh tahun ke atas, semua orang yang sanggup berperang, orang demi orang.",0.7342,0.851,2,0.0,Low
Bilangan:1:48,su-id,1,1,"Sabab kieu timbalan PANGERAN ka Musa,",Sebab TUHAN telah berfirman kepada Musa:,0.6641,1.0,2,1.0,Medium
Bilangan:1:52,su-id,1,1,"Urang Israil anu lianna, pakemahanana kudu nurutkeun kumbuhanana masing-masing, unggal kumbuhan boga umbul-umbul sorangan, kapalana saurang.","Orang Israel haruslah berkemah masing-masing di tempat perkemahannya dan masing-masing dekat panji-panjinya, menurut pasukan mereka,",0.6363,0.958,1,1.0,Medium
Bilangan:1:53,su-id,1,1,"Kemah kaom Lewi kudu ngurilingan Kemah Tepangan, pikeun ngajaga nu sejen ulah deukeut-deukeut ka dinya, bisi urang Israil disamber ku bebendu Kami.""","tetapi orang Lewi haruslah berkemah di sekeliling Kemah Suci, tempat hukum Allah supaya umat Israel jangan kena murka; orang Lewi haruslah memelihara Kemah Suci, tempat hukum itu.""",0.6032,0.875,1,1.0,Medium
Bilangan:1:54,su-id,2,2,Bilangan 2,Bilangan 2,1.0,1.0,0,1.0,High
Bilangan:1:54,su-id,1,1,Seug urang Israil ngalampahkeun sakumaha timbalan PANGERAN ka Musa tea.,"Maka orang Israel berbuat demikian; tepat seperti yang diperintahkan TUHAN kepada Musa, demikianlah diperbuat mereka.",0.7041,0.611,2,1.0,Medium
Bilangan:1:89,su-id,2,2,Bilangan 8,Bilangan 8,1.0,1.0,0,1.0,High
Bilangan:1:89,su-id,1,1,"Ari Musa, tiap-tiap lebet ka jero eta Kemah seja miunjuk ka PANGERAN, sok ngadangu PANGERAN nimbalan ka anjeunna tina luhureun tutup Peti Perjangjian di antara dua jangjang mumukarabinan.","Apabila Musa masuk ke dalam Kemah Pertemuan untuk berbicara dengan Dia, maka ia mendengar suara yang berfirman kepadanya dari atas tutup pendamaian, yang di atas tabut hukum Allah, dari antara kedua kerub itu; demikianlah Ia berfirman kepadanya.",0.7326,0.786,2,1.0,Medium
Daniel:1:1,su-id,1,1,"Dina katilu taunna Yoyakim ngarajaan nagri Yuda, kota Yerusalem ditempuh jeung dikepung ku Raja Nebukadnesar ti Babul.","Pada tahun yang ketiga pemerintahan Yoyakim, raja Yehuda, datanglah Nebukadnezar, raja Babel, ke Yerusalem, lalu mengepung kota itu.",0.9092,0.792,4,1.0,Low
Daniel:1:2,su-id,1,1,Pangeran ngidinan eta raja ngelehkeun Raja Yoyakim jeung ngajabel sabagian rajabrana Bait Allah.,"Tuhan menyerahkan Yoyakim, raja Yehuda, dan sebagian dari perkakas-perkakas di rumah Allah ke dalam tangannya.",0.7616,0.7,2,1.0,Medium
Daniel:1:3,su-id,1,1,"Sang Raja nimbalan ka Aspenas, kapala rumah tangga karaton, sangkan meting sawatara bangsa Israil anu katawan, nu ngarora, turunan raja atawa turunan ningrat.","Lalu raja bertitah kepada Aspenas, kepala istananya, untuk membawa beberapa orang Israel, yang berasal dari keturunan raja dan dari kaum bangsawan,",0.8309,0.893,0,1.0,High
Daniel:1:5,su-id,2,2,Sanggeus tilu taun kudu dideuheuskeun ka raja.,"Mereka harus dididik selama tiga tahun, dan sesudah itu mereka harus bekerja pada raja.",0.6951,0.5,1,1.0,Medium
Daniel:1:6,su-id,1,1,"Di antara nu kapilih aya: Daniel, Hananya, Misael, jeung Asaria, kabeh asal ti kaom Yuda.","Di antara mereka itu ada juga beberapa orang Yehuda, yakni Daniel, Hananya, Misael dan Azarya.",0.8737,0.905,2,1.0,Medium
Daniel:1:7,su-id,1,1,"Ku kapala rumah tangga karaton jenenganana teh dilandi jadi: Beltesasar, Sadrah, Mesah, jeung Abednego.","Pemimpin pegawai istana itu memberi nama lain kepada mereka: Daniel dinamainya Beltsazar, Hananya dinamainya Sadrakh, Misael dinamainya Mesakh dan Azarya dinamainya Abednego.",0.6988,0.731,1,1.0,Medium
Daniel:1:12,su-id,1,1,"""Cobi heula abdi opatan di lebet sapuluh dinten, neda bangsa sayuran, ngarot cai herang.","""Adakanlah percobaan dengan hamba-hambamu ini selama sepuluh hari dan biarlah kami diberikan sayur untuk dimakan dan air untuk diminum;",0.6905,0.783,3,1.0,Low
Daniel:1:14,su-id,1,1,"Pamundutna disaluyuan, heug dicoba sapuluh poe.","Didengarkannyalah permintaan mereka itu, lalu diadakanlah percobaan dengan mereka selama sepuluh hari.",0.7452,0.571,0,1.0,Medium
Daniel:1:17,su-id,2,1,Kajaba ti kitu Daniel mah ku Allah dipaparin kaahlian nerangkeun harti tetenjoan jeung impian.,"Kepada keempat orang muda itu Allah memberikan pengetahuan dan kepandaian tentang berbagai-bagai tulisan dan hikmat, sedang Daniel juga mempunyai pengertian tentang berbagai-bagai penglihatan dan mimpi.",0.6872,0.484,1,1.0,Low
Daniel:1:18,su-id,1,1,"Tutas tilu taun anu ditempokeun ku raja, para nonoman teh ku Aspenas dideuheuskeun ka Nebukadnesar.","Setelah lewat waktu yang ditetapkan raja, bahwa mereka sekalian harus dibawa menghadap, maka dibawalah mereka oleh pemimpin pegawai istana itu ke hadapan Nebukadnezar.",0.6051,0.654,1,1.0,Medium
Daniel:1:19,su-id,1,1,"Waktu dicandak sasauran, sang raja pohara katarikna ku Daniel, Hananya, Misael, jeung Asaria, leuwih ti ka nu lian.","Raja bercakap-cakap dengan mereka; dan di antara mereka sekalian itu tidak didapati yang setara dengan Daniel, Hananya, Misael dan Azarya; maka bekerjalah mereka itu pada raja.",0.7331,0.727,5,1.0,Low
Daniel:1:20,su-id,1,1,"Mun ku raja dipariksa tina sual naon bae atawa tina masalah nu kumaha bae, kauningana ieu opat nonoman teh sapuluh kalieun tukang-tukang nujum atawa tukang-tukang sihir di sakuliah karajaan.","Dalam tiap-tiap hal yang memerlukan kebijaksanaan dan pengertian, yang ditanyakan raja kepada mereka, didapatinya bahwa mereka sepuluh kali lebih cerdas dari pada semua orang berilmu dan semua ahli jampi di seluruh kerajaannya.",0.6681,0.946,1,1.0,Medium
Daniel:1:21,su-id,2,2,Daniel 2,Daniel 2,1.0,1.0,0,1.0,High
Daniel:1:21,su-id,1,1,Ari Daniel aya di karaton raja teh nepi ka mangsa Babul ditalukkeun ku Raja Kores ti Persia.,Daniel ada di sana sampai tahun pertama pemerintahan Koresh.,0.678,0.556,0,1.0,Medium
Daniel:1:23,su-id,1,1,"Puji sukur ti abdi, nun Allahna karuhun abdi, wireh abdi dipaparinan hikmat katut kakiatan, reh panuhun abdi dikabul, diebrehan perkawis anu kedah diunjukkeun ka raja.""","Ya Allah nenek moyangku, kupuji dan kumuliakan Engkau, sebab Engkau mengaruniakan kepadaku hikmat dan kekuatan, dan telah memberitahukan kepadaku sekarang apa yang kami mohon kepada-Mu: Engkau telah memberitahukan kepada kami hal yang dipersoalkan raja.""",0.6851,0.738,2,1.0,Medium
Daniel:1:24,su-id,3,2,"Deuheuskeun abdi ka raja, bade ngunjukkeun perkawis impenanana.""","Bawalah aku menghadap raja, maka aku akan memberitahukan kepada raja makna itu!""",0.7761,0.733,1,1.0,Medium
Daniel:1:25,su-id,2,1,"Piunjuk Ariok ka raja, ""Abdi sumeja nyanggakeun hiji jalmi tawanan bangsa Yahudi, anu sanggem nerangkeun impenan Sang Raja.""","Ariokh segera membawa Daniel menghadap raja serta berkata kepada raja demikian: ""Aku telah mendapat seorang dari antara orang-orang buangan dari Yehuda, yang dapat memberitahukan makna itu kepada raja.""",0.7354,0.657,2,1.0,Medium
Daniel:1:26,su-id,1,1,"Raja mariksa ka Daniel, nu dilandi Beltesasar tea, saurna, ""Nyaho maneh impian kami sarta jeung nerangkeun hartina?""","Bertanyalah raja kepada Daniel yang namanya Beltsazar: ""Sanggupkah engkau memberitahukan kepadaku mimpi yang telah kulihat itu dengan maknanya juga?""",0.7995,1.0,4,1.0,Low
Daniel:1:27,su-id,1,1,"Daniel ngawangsul, ""Kangjeng Raja, kana perkawis eta, moal aya tukang sihir, jurutenung, dukun, atanapi ahli palak anu tiasa nerangkeun.","Daniel menjawab, katanya kepada raja: ""Rahasia, yang ditanyakan tuanku raja, tidaklah dapat diberitahukan kepada raja oleh orang bijaksana, ahli jampi, orang berilmu atau ahli nujum.",0.8078,0.818,2,1.0,Medium
Daniel:1:28,su-id,1,1,"Nanging di sawarga aya nu jumeneng Allah, anu kawasa muka nu gaib-gaib, Mantenna parantos nembongkeun ka Kangjeng Raja perkawis engke ka payun.",Tetapi di sorga ada Allah yang menyingkapkan rahasia-rahasia; Ia telah memberitahukan kepada tuanku raja Nebukadnezar apa yang akan terjadi pada hari-hari yang akan datang.,0.7446,0.9,3,1.0,Low
Daniel:1:30,su-id,2,1,"Sanes ku margi abdi pinter ngungkulan nu lian, nanging supados Gusti uninga kana hartosna eta impenan, sareng supados ngahartos kana pikiran-pikiran anu dongkap ka Gusti.","Adapun aku, kepadaku telah disingkapkan rahasia itu, bukan karena hikmat yang mungkin ada padaku melebihi hikmat semua orang yang hidup, tetapi supaya maknanya diberitahukan kepada tuanku raja, dan supaya tuanku mengenal pikiran-pikiran tuanku.",0.6614,0.75,2,1.0,Medium
Daniel:1:31,su-id,1,1,"Kangjeng Raja, Gusti ngimpen ningali hiji arca raksasa, herang gugurilapan, nanging bangunna pikasieuneun.","Ya raja, tuanku melihat suatu penglihatan, yakni sebuah patung yang amat besar!",0.6574,0.882,2,1.0,Medium
Daniel:1:32,su-id,1,1,"Sirahna tina emas murni, dada sareng leungeunna tina perak.","Adapun patung itu, kepalanya dari emas tua, dada dan lengannya dari perak, perut dan pinggangnya dari tembaga,",0.7828,0.524,3,1.0,Low
Daniel:1:33,su-id,1,1,"pingpingna tina beusi, sukuna sapalih tina beusi, sapalih tina taneuh liket.",sedang pahanya dari besi dengan kakinya sebagian dari besi dan sebagian lagi dari tanah liat.,0.6923,0.875,2,1.0,Medium
Daniel:1:34,su-id,1,1,"Sabot Gusti neuteup eta arca, aya batu ageung anu bongkar tina hiji gunung karang, padahal teu aya anu noel-noel acan, teras ngagulundung neumbrag kana suku arca anu tina beusi sareng taneuh liket tea dugi ka remuk.","Sementara tuanku melihatnya, terungkit lepas sebuah batu tanpa perbuatan tangan manusia, lalu menimpa patung itu, tepat pada kakinya yang dari besi dan tanah liat itu, sehingga remuk.",0.6972,0.762,1,1.0,Medium
Daniel:1:35,su-id,1,1,"Sapada harita keneh eta arca ngarempeyek, beusina, taneuh liketna, tambagana, perakna sareng emasna bareng ancur, bubuk lembut sapertos kekebul di tempat pangirikan di musim halodo, lajeng katiup angin, beresih teu aya urut-urutna.","Maka dengan sekaligus diremukkannyalah juga besi, tanah liat, tembaga, perak dan emas itu, dan semuanya menjadi seperti sekam di tempat pengirikan pada musim panas, lalu angin menghembuskannya, sehingga tidak ada bekas-bekasnya yang ditemukan.",0.7935,1.0,1,1.0,Medium
Daniel:1:35,su-id,2,2,"Dupi batu tea wuwuh ageung, dugi ka ngajadi gunung sareng minuhan bumi sakuliahna.",Tetapi batu yang menimpa patung itu menjadi gunung besar yang memenuhi seluruh bumi.,0.6678,0.933,1,1.0,Medium
Daniel:1:37,su-id,2,1,"Ku Allah anu jumeneng di sawarga parantos dijenengkeun raja, dipaparin kakawasaan, kagagahan, sareng kahormatan.","Ya tuanku raja, raja segala raja, yang kepadanya oleh Allah semesta langit telah diberikan kerajaan, kekuasaan, kekuatan dan kemuliaan,",0.7619,0.75,2,1.0,Medium
Daniel:1:38,su-id,1,1,"Ku Mantenna dikersakeun murba ka sakuliah bumi katut nu nyicinganana, sarta murba ka sasatoan sareng manuk-manuk ka Gusti sami taraluk.","dan yang ke dalam tangannya telah diserahkan-Nya anak-anak manusia, di manapun mereka berada, binatang-binatang di padang dan burung-burung di udara, dan yang dibuat-Nya menjadi kuasa atas semuanya itu--tuankulah kepala yang dari emas itu.",0.609,0.48,2,1.0,Low
Daniel:1:39,su-id,2,1,"Sapandeurieun eta, aya deui karajaan katilu, anu dilambangkeun tambaga, anu bakal ngawasaan sakuriling bumi.","Tetapi sesudah tuanku akan muncul suatu kerajaan lain, yang kurang besar dari kerajaan tuanku; kemudian suatu kerajaan lagi, yakni yang ketiga, dari tembaga, yang akan berkuasa atas seluruh bumi.",0.6561,0.514,2,1.0,Medium
Daniel:1:43,su-id,2,1,"Ieu nawiskeun para pangereh eta karajaan ihtiar ngahijikeun warga-wargana ku jalan kawin campur pacorok jodo, nanging teu tiasa raket, sakumaha beusi moal tiasa dalit sareng taneuh liket.","Seperti tuanku lihat besi bercampur dengan tanah liat, itu berarti: mereka akan bercampur oleh perkawinan, tetapi tidak akan merupakan satu kesatuan, seperti besi tidak dapat bercampur dengan tanah liat.",0.607,0.941,2,1.0,Medium
Daniel:1:44,su-id,1,1,"Nalika eta karajaan-karajaan tea ngadeg, Allah anu jumeneng di sawarga ngadegkeun hiji karajaan anu moal aya tungtungna, moal aya nu tiasa ngelehkeun, malah bakal numpes numpurkeun karajaan-karajaan anu tadi tea sadayana, lajeng ngadeg salalanggengna.","Tetapi pada zaman raja-raja, Allah semesta langit akan mendirikan suatu kerajaan yang tidak akan binasa sampai selama-lamanya, dan kekuasaan tidak akan beralih lagi kepada bangsa lain: kerajaan itu akan meremukkan segala kerajaan dan menghabisinya, tetapi kerajaan itu sendiri akan tetap untuk selama-lamanya,",0.8006,0.811,1,1.0,High
Daniel:1:45,su-id,1,1,"Perkawis eta, kaimpenkeunana ku Gusti aya batu ngagulundung, anu bongkar tina gunung karang kalayan teu aya anu noel-noel acan, teras neumbrag eta arca tina beusi, tambaga, taneuh liket, perak sareng emas.","tepat seperti yang tuanku lihat, bahwa tanpa perbuatan tangan manusia sebuah batu terungkit lepas dari gunung dan meremukkan besi, tembaga, tanah liat, perak dan emas itu.",0.6972,0.775,2,1.0,Medium
Daniel:1:46,su-id,1,1,Bruk Raja Nebukadnesar sujud ka Daniel.,Lalu sujudlah raja Nebukadnezar serta menyembah Daniel; juga dititahkannya mempersembahkan korban dan bau-bauan kepadanya.,0.6427,0.389,1,1.0,Low
Daniel:1:47,su-id,1,1,"Geus kitu sasauran ka Daniel, ""Allah anjeun pangagungna ti sakabeh allah, Gustining raja-raja, hiji-hijina Allah anu iasa muka anu gaib-gaib.","Berkatalah raja kepada Daniel: ""Sesungguhnyalah, Allahmu itu Allah yang mengatasi segala allah dan Yang berkuasa atas segala raja, dan Yang menyingkapkan rahasia-rahasia, sebab engkau telah dapat menyingkapkan rahasia itu.""",0.8118,0.816,1,1.0,High
Daniel:1:48,su-id,1,1,"Ti dinya Daniel dipaparin hiji kalungguhan luhur, kitu deui dipaparin ganjaran, barang-barang nu arendah, dipaparin cangkingan di propinsi Babul tur dijadikeun kapala sakabeh jurunasehat raja.","Lalu raja memuliakan Daniel: dianugerahinyalah dengan banyak pemberian yang besar, dan dibuatnya dia menjadi penguasa atas seluruh wilayah Babel dan menjadi kepala semua orang bijaksana di Babel.",0.805,0.968,3,1.0,Low
Daniel:1:49,su-id,3,2,Daniel 3,Daniel 3,1.0,1.0,0,1.0,High
Daniel:1:49,su-id,1,1,"Tapi kalawan pamundut Daniel, eta kalungguhan pikeun nyekel pamarentahan propinsi Babul teh ku raja dicangkingkeun ka Sadrah, Mesah, jeung Abednego.","Atas permintaan Daniel, raja menyerahkan pemerintahan wilayah Babel itu kepada Sadrakh, Mesakh dan Abednego, sedang Daniel sendiri tinggal di istana raja.",0.8765,0.96,0,1.0,High
Efesus:1:1,su-id,2,1,"Sim kuring, Paulus, anu ku Allah dijadikeun rasulna Kristus Yesus nyuratan, mugia aranjeun ginanjar rahmat rahayu ti Allah Rama urang jeung ti Gusti urang Yesus Kristus.","Dari Paulus, rasul Kristus Yesus oleh kehendak Allah, kepada orang-orang kudus di Efesus, orang-orang percaya dalam Kristus Yesus.",0.702,0.867,0,1.0,Medium
Efesus:1:3,su-id,2,1,Sabab urang anu geus jadi hiji jeung Kristus dipaparin sagala berkah rohani ti sawarga.,Terpujilah Allah dan Bapa Tuhan kita Yesus Kristus yang dalam Kristus telah mengaruniakan kepada kita segala berkat rohani di dalam sorga.,0.6758,0.682,0,0.0,Low
Efesus:1:4,su-id,1,1,"Malah ti memeh dunya gumelar, urang geus dipilih baris dijadikeun milik kagungan Mantenna ku disatunggalkeun jeung Kristus, supaya suci jeung mulus di payuneuna-Na.","Sebab di dalam Dia Allah telah memilih kita sebelum dunia dijadikan, supaya kita kudus dan tak bercacat di hadapan-Nya.",0.675,0.821,1,1.0,Medium
Efesus:1:5,su-id,1,1,"Allah geus nangtukeun yen urang baris diangkat jadi putra-putra-Na, ku jalan Yesus Kristus.","Dalam kasih Ia telah menentukan kita dari semula oleh Yesus Kristus untuk menjadi anak-anak-Nya, sesuai dengan kerelaan kehendak-Nya,",0.8012,0.731,1,1.0,High
Efesus:1:7,su-id,1,1,"Sabab ku pupusna Kristus teh urang jadi leupas tina dosa, tegesna dosa-dosa urang dihampura.","Sebab di dalam Dia dan oleh darah-Nya kita beroleh penebusan, yaitu pengampunan dosa, menurut kekayaan kasih karunia-Nya,",0.6683,0.75,2,1.0,Medium
