verse_id,pair,su_idx,tgt_idx,su_text,tgt_text,sim,len_ratio,punct_diff,ne_overlap,flag
Amos:1:15,su-en,1,1,"Rajana jeung para pajabatna bakal diakut ka pangbuangan."" Amos 2","Ammon's king will be deported;he and his officials will be carried off together.""TheLordhas spoken!",0.6766,0.6,2,1.0,Medium
Amos:1:16,su-en,2,2,Amos 3,Amos 3,1.0,1.0,0,1.0,High
Amos:1:20,su-en,1,1,"Poena PANGERAN bakal mawa poek, lain mawa caang, hiji poe mendung, lain poe anu bengras.","Don't you realize theLord's day of judgment will bring darkness, not light -gloomy blackness, not bright light?",0.6278,0.905,2,1.0,Medium
Amos:1:21,su-en,1,1,"Timbalan PANGERAN, ""Kami ijid jeung geus teu tahan pesta-pesta agama maraneh!","""I absolutely despise your festivals!I get no pleasure from your religious assemblies!",0.6424,1.0,2,1.0,Medium
Amos:1:24,su-en,1,1,"Sabalikna jalankeun kaadilan lir walungan ngocor, jalankeun kajujuran sing saibarat walungan anu teu saat-saat.","Justice must flow like torrents of water,righteous actions like a stream that never dries up.",0.7508,1.0,0,1.0,Medium
Amos:1:25,su-en,1,1,"Eh urang Israil, di jero opat puluh taun Kami nuyun maraneh di gurun keusik, Kami teu menta kurban-kurban, teu menta pangbakti.","You did not bring me sacrifices and grain offerings during the forty years you spent in the wilderness, family of Israel.",0.6428,0.852,2,1.0,Medium
Amos:1:27,su-en,2,2,Amos 6,Amos 6,1.0,1.0,0,1.0,High
Amos:1:27,su-en,1,1,"waktu maraneh engke ku Kami dipiceun ka pangbuangan di beulah ditueun Damsik."" Kitu dawuhan PANGERAN, anu jenengana-Na Allah Nu Maha Kawasa.","and I will drive you into exile beyond Damascus,"" says theLord.He is called the God who commands armies!",0.6224,0.852,1,1.0,Medium
Amsal:1:1,su-en,1,1,"Ieu siloka-siloka Suleman, putra Daud, raja Israil.","The Proverbs of Solomon son of David, king of Israel:",0.7749,1.0,2,1.0,Medium
Amsal:1:3,su-en,1,1,"Oge ngadidik sangkan hirup urang sugih pangarti, jujur, bener jeung adil.","To receive moral instruction in skillful living,in righteousness, justice, and equity.",0.6973,0.875,1,1.0,Medium
Amsal:1:27,su-en,1,1,"anu datangna kawas angin ngagelebug, mawa topan kasusahan, maraneh nu ngarasa nyeri jeung susahna.","when what you dread comes like a whirlwind,and disaster strikes you like a devastating storm,when distressing trouble comes on you.",0.6591,0.68,0,1.0,Medium
Amsal:1:35,su-en,3,2,Amsal 4,Amsal 4,1.0,1.0,0,1.0,High
Ayub:1:1,su-en,1,1,"Di tanah Us aya hiji jelema, Ayub jenenganana.",There was a man in the land of Uz whose name was Job.,0.8194,0.714,1,1.0,High
Ayub:1:2,su-en,1,1,"Kagungan putra tujuh pameget, tilu istri.",Seven sons and three daughters were born to him.,0.8033,0.8,1,1.0,High
Ayub:1:3,su-en,1,1,"Kagungan ingon-ingon domba 7.000, onta 3.000, sapi 1.000, kalde 500.","His possessions included 7,000 sheep, 3,000 camels, 500 yoke of oxen, and 500 female donkeys; in addition he had a very great household.",0.7597,0.688,3,1.0,Low
Ayub:1:12,su-en,1,1,"Timbalan Allah ka Si Panggoda, ""Heug, sagala pangabogana kawasaan ku maneh, asal ulah ganggu ka dirina."" Leos Si Panggoda undur ti payuneun Allah.","So theLordsaid to Satan, ""All right then, everything he has is in your power.",0.6135,0.6,1,1.0,Medium
Ayub:1:13,su-en,1,1,"Dina hiji poe, waktu putra-putra Ayub keur pesta di nu cikal,","Now the day came when Job's sons and daughters were eating and drinking wine in their oldest brother's house,",0.6278,0.75,1,1.0,Medium
Ayub:1:22,su-en,2,2,Ayub 2,Ayub 2,1.0,1.0,0,1.0,High
Ayub:1:26,su-en,1,1,"Hayang tengtrem teu tiasa, hayang genah teu tiasa, lara teu aya sudana."" Ayub 4","I have no ease, I have no quietness;I cannot rest; turmoil has come upon me."" Ayub 4",0.7697,0.783,3,1.0,Low
Ayub:1:27,su-en,2,1,"Pek nyanggakeun, mugi-mugi katarima."" Ayub 6","Look, we have investigated this, so it is true.Hear it, and apply it for your own good."" Ayub 6",0.6461,0.423,2,1.0,Low
Ayub:1:30,su-en,2,2,Ayub 7,Ayub 7,1.0,1.0,0,1.0,High
Ayub:1:35,su-en,2,2,Ayub 10,Ayub 10,1.0,1.0,0,1.0,High
Ayub:1:40,su-en,2,2,Ayub 32,Ayub 32,1.0,1.0,0,1.0,High
Ayub:1:41,su-en,2,2,Ayub 39,Ayub 39,1.0,1.0,0,1.0,High
Bilangan:1:1,su-en,1,1,"Dina tanggal hiji bulan kadua, taun kadua ti sanggeus urang Israil budal ti Mesir, PANGERAN nimbalan ka Musa ti Kemah Tepangana-Na di Gurun Keusik Sinai.",Now theLord spoke to Moses in the tent of meeting in the wilderness of Sinai on the first day of the second month of the second year after the Israelites departed from the land of Egypt.,0.7031,0.811,2,1.0,Medium
Bilangan:1:17,su-en,1,1,"Dibantu ku ieu dua welas urang, Musa jeung Harun","So Moses and Aaron took these men who had been mentioned specifically by name,",0.6078,0.667,0,1.0,Medium
Bilangan:1:18,su-en,2,2,"Sakur anu umurna dua puluh taun ka luhur diitung jeung dicatetkeun ngaranna,","Then the people recorded their ancestry by their clans and families, and the men who were twenty years old or older were listed by name individually,",0.6095,0.464,1,1.0,Low
Bilangan:1:19,su-en,2,2,Didaptarkeunana ku Musa di Gurun Keusik Sinai.,And so he numbered them in the wilderness of Sinai.,0.6329,0.727,0,0.0,Low
Bilangan:1:20,su-en,1,1,"(1:20-46) Kabeh sakur anu umurna geus dua puluh taun atawa leuwih, anu pantes jadi prajurit, ngaranna dicatet nurutkeun kaom jeung wargana, mimiti ti kaom Rubin, putra Yakub anu cikal.","And they were as follows:The descendants of Reuben, the firstborn son of Israel: According to the records of their clans and families, all the males twenty years old or older who could serve in the army were listed by name individually.",0.7048,0.851,3,0.0,Low
Bilangan:1:52,su-en,1,1,"Urang Israil anu lianna, pakemahanana kudu nurutkeun kumbuhanana masing-masing, unggal kumbuhan boga umbul-umbul sorangan, kapalana saurang.","""The Israelites will camp according to their divisions, each man in his camp, and each man by his standard.",0.6539,0.958,1,1.0,Medium
Bilangan:1:54,su-en,2,2,Bilangan 2,Bilangan 2,1.0,1.0,0,1.0,High
Bilangan:1:54,su-en,1,1,Seug urang Israil ngalampahkeun sakumaha timbalan PANGERAN ka Musa tea.,The Israelites did according to all that theLord commanded Moses - that is what they did.,0.6211,0.647,0,1.0,Medium
Bilangan:1:89,su-en,2,3,Bilangan 8,Bilangan 8,1.0,1.0,0,1.0,High
Bilangan:1:89,su-en,1,1,"Ari Musa, tiap-tiap lebet ka jero eta Kemah seja miunjuk ka PANGERAN, sok ngadangu PANGERAN nimbalan ka anjeunna tina luhureun tutup Peti Perjangjian di antara dua jangjang mumukarabinan.","Now when Moses went into the tent of meeting to speak with theLord , he heard the voice speaking to him from above the atonement lid that was on the ark of the testimony, from between the two cherubim.",0.7003,0.805,0,1.0,Medium
Daniel:1:1,su-en,1,1,"Dina katilu taunna Yoyakim ngarajaan nagri Yuda, kota Yerusalem ditempuh jeung dikepung ku Raja Nebukadnesar ti Babul.","In the third year of the reign of King Jehoiakim of Judah, King Nebuchadnezzar of Babylon advanced against Jerusalem and laid it under siege.",0.8468,0.731,0,1.0,High
Daniel:1:2,su-en,1,1,Pangeran ngidinan eta raja ngelehkeun Raja Yoyakim jeung ngajabel sabagian rajabrana Bait Allah.,"Now the Lord delivered King Jehoiakim of Judah into his power, along with some of the vessels of the temple of God.",0.7285,0.583,1,1.0,Medium
Daniel:1:2,su-en,2,2,"Mulihna nyandak tawanan, ngabujeng ka kuil dewa-dewana di Babul.",He brought them to the land of Babylonia to the temple of his god and put the vessels in the treasury of his god.,0.6398,0.52,1,1.0,Medium
Daniel:1:3,su-en,1,1,"Sang Raja nimbalan ka Aspenas, kapala rumah tangga karaton, sangkan meting sawatara bangsa Israil anu katawan, nu ngarora, turunan raja atawa turunan ningrat.","The king commanded Ashpenaz, who was in charge of his court officials, to choose some of the Israelites who were of royal and noble descent -",0.6822,1.0,2,1.0,Medium
Daniel:1:6,su-en,1,1,"Di antara nu kapilih aya: Daniel, Hananya, Misael, jeung Asaria, kabeh asal ti kaom Yuda.","As it turned out, among these young men were some from Judah: Daniel, Hananiah, Mishael, and Azariah.",0.8322,0.913,0,1.0,High
Daniel:1:8,su-en,1,1,Tapi Daniel geus nekadkeun moal seja ngarurujit diri ngarempak cegahan agama ku kadaharan jeung inuman ti karaton.,But Daniel made up his mind that he would not defile himself with the royal delicacies or the royal wine.,0.7306,0.857,0,1.0,Medium
Daniel:1:10,su-en,1,1,"Ngan ku sabab sieun ku raja, anjeunna ngawaler ka Daniel, kieu, ""Kumaha atuh, da raja geus netepkeun kitu, boh dahareun boh inumeun.","But he responded to Daniel, ""I fear my master the king.",0.6651,0.483,4,1.0,Low
Daniel:1:12,su-en,1,1,"""Cobi heula abdi opatan di lebet sapuluh dinten, neda bangsa sayuran, ngarot cai herang.","""Please test your servants for ten days by providing us with some vegetables to eat and water to drink.",0.7318,0.857,2,1.0,Medium
Daniel:1:17,su-en,2,1,Kajaba ti kitu Daniel mah ku Allah dipaparin kaahlian nerangkeun harti tetenjoan jeung impian.,"Now as for these four young men, God endowed them with knowledge and skill in all sorts of literature and wisdom - and Daniel had insight into all kinds of visions and dreams.",0.6394,0.429,1,1.0,Low
Daniel:1:19,su-en,1,1,"Waktu dicandak sasauran, sang raja pohara katarikna ku Daniel, Hananya, Misael, jeung Asaria, leuwih ti ka nu lian.","When the king spoke with them, he did not find among the entire group anyone like Daniel, Hananiah, Mishael, or Azariah.",0.733,0.923,1,1.0,Medium
Daniel:1:19,su-en,2,2,Nya tuluy diangkat jadi abdi-abdi di karaton raja.,So they entered the king's service.,0.6397,0.636,0,1.0,Medium
Daniel:1:20,su-en,1,1,"Mun ku raja dipariksa tina sual naon bae atawa tina masalah nu kumaha bae, kauningana ieu opat nonoman teh sapuluh kalieun tukang-tukang nujum atawa tukang-tukang sihir di sakuliah karajaan.","In every matter of wisdom and insight the king asked them about, he found them to be ten times better than any of the magicians and astrologers that were in his entire empire.",0.6779,1.0,0,1.0,Medium
Daniel:1:21,su-en,2,2,Daniel 2,Daniel 2,1.0,1.0,0,1.0,High
Daniel:1:23,su-en,1,1,"Puji sukur ti abdi, nun Allahna karuhun abdi, wireh abdi dipaparinan hikmat katut kakiatan, reh panuhun abdi dikabul, diebrehan perkawis anu kedah diunjukkeun ka raja.""","O God of my fathers, I acknowledge and glorify you,for you have bestowed wisdom and power on me.Now you have enabled me to understand what I requested from you.For you have enabled me to understand the king's dilemma.""",0.7341,0.66,2,1.0,Medium
Daniel:1:24,su-en,3,3,"Deuheuskeun abdi ka raja, bade ngunjukkeun perkawis impenanana.""","Escort me to the king, and I will disclose the interpretation to him!""",0.7951,0.688,1,1.0,Medium
Daniel:1:24,su-en,1,1,"Daniel nepangan deui Ariok, anu ku raja dipapancenan ngalaksanakeun hukuman ka para ahli tea.",Then Daniel went in to see Arioch (whom the king had appointed to destroy the wise men of Babylon).,0.6412,0.727,1,1.0,Medium
Daniel:1:25,su-en,2,1,"Piunjuk Ariok ka raja, ""Abdi sumeja nyanggakeun hiji jalmi tawanan bangsa Yahudi, anu sanggem nerangkeun impenan Sang Raja.""","So Arioch quickly ushered Daniel into the king's presence, saying to him, ""I have found a man from the captives of Judah who can make known the interpretation to the king.""",0.7055,0.639,0,1.0,Medium
Daniel:1:26,su-en,1,1,"Raja mariksa ka Daniel, nu dilandi Beltesasar tea, saurna, ""Nyaho maneh impian kami sarta jeung nerangkeun hartina?""","The king then asked Daniel (whose name was also Belteshazzar), ""Are you able to make known to me the dream that I saw, as well as its interpretation?""",0.7721,0.657,1,1.0,Medium
Daniel:1:27,su-en,1,1,"Daniel ngawangsul, ""Kangjeng Raja, kana perkawis eta, moal aya tukang sihir, jurutenung, dukun, atanapi ahli palak anu tiasa nerangkeun.","Daniel replied to the king, ""The mystery that the king is asking about is such that no wise men, astrologers, magicians, or diviners can possibly disclose it to the king.",0.816,0.75,2,1.0,Medium
Daniel:1:28,su-en,1,1,"Nanging di sawarga aya nu jumeneng Allah, anu kawasa muka nu gaib-gaib, Mantenna parantos nembongkeun ka Kangjeng Raja perkawis engke ka payun.","However, there is a God in heaven who reveals mysteries, and he has made known to King Nebuchadnezzar what will happen in the times to come.",0.7664,0.931,0,1.0,Medium
Daniel:1:30,su-en,2,1,"Sanes ku margi abdi pinter ngungkulan nu lian, nanging supados Gusti uninga kana hartosna eta impenan, sareng supados ngahartos kana pikiran-pikiran anu dongkap ka Gusti.","As for me, this mystery was revealed to me not because I possess more wisdom than any other living person, but so that the king may understand the interpretation and comprehend the thoughts of your mind.",0.6572,0.769,0,1.0,Medium
Daniel:1:31,su-en,1,1,"Kangjeng Raja, Gusti ngimpen ningali hiji arca raksasa, herang gugurilapan, nanging bangunna pikasieuneun.","""You, O king, were watching as a great statue - one of impressive size and extraordinary brightness - was standing before you.",0.6219,0.654,1,1.0,Medium
Daniel:1:32,su-en,1,1,"Sirahna tina emas murni, dada sareng leungeunna tina perak.","As for that statue, its head was of fine gold, its chest and arms were of silver, its belly and thighs were of bronze.",0.664,0.393,2,1.0,Low
Daniel:1:33,su-en,1,1,"pingpingna tina beusi, sukuna sapalih tina beusi, sapalih tina taneuh liket.",Its legs were of iron; its feet were partly of iron and partly of clay.,0.7228,0.824,3,1.0,Low
Daniel:1:35,su-en,1,1,"Sapada harita keneh eta arca ngarempeyek, beusina, taneuh liketna, tambagana, perakna sareng emasna bareng ancur, bubuk lembut sapertos kekebul di tempat pangirikan di musim halodo, lajeng katiup angin, beresih teu aya urut-urutna.","Then the iron, clay, bronze, silver, and gold were broken in pieces without distinction and became like chaff from the summer threshing floors that the wind carries away.",0.767,0.786,3,1.0,Low
Daniel:1:35,su-en,2,3,"Dupi batu tea wuwuh ageung, dugi ka ngajadi gunung sareng minuhan bumi sakuliahna.",But the stone that struck the statue became a large mountain that filled the entire earth.,0.6155,0.882,1,1.0,Medium
Daniel:1:37,su-en,2,2,"Ku Allah anu jumeneng di sawarga parantos dijenengkeun raja, dipaparin kakawasaan, kagagahan, sareng kahormatan.","The God of heaven has granted you sovereignty, power, strength, and honor.",0.8043,0.889,0,1.0,High
Daniel:1:37,su-en,1,1,"Kangjeng Raja, Gusti teh raja anu pangagungna ti sadaya raja-raja.","""You, O king, are the king of kings.",0.6458,0.857,1,1.0,Medium
Daniel:1:38,su-en,2,3,Sirah anu tina emas teh nya Gusti ku anjeun.,You are the head of gold.,0.6365,0.7,0,1.0,Medium
Daniel:1:39,su-en,2,2,"Sapandeurieun eta, aya deui karajaan katilu, anu dilambangkeun tambaga, anu bakal ngawasaan sakuriling bumi.","Then a third kingdom, one of bronze, will rule in all the earth.",0.7812,0.889,1,1.0,Medium
Daniel:1:40,su-en,1,1,"Saparantos eta, aya karajaan anu kaopat, anu kakiatanana lir teuasna beusi.","Then there will be a fourth kingdom, one strong like iron.",0.7217,0.929,1,1.0,Medium
Daniel:1:40,su-en,2,2,"Sakumaha beusi kiat ngaremukkeun sareng ngancurkeun saniskanten, eta karajaan oge bakal ngaremukkeun sareng ngancurkeun karajaan-karajaan anu ti payun-payun tea.","Just like iron breaks in pieces and shatters everything, and as iron breaks in pieces all of these metals, so it will break in pieces and crush the others.",0.6281,0.781,1,1.0,Medium
Daniel:1:44,su-en,1,1,"Nalika eta karajaan-karajaan tea ngadeg, Allah anu jumeneng di sawarga ngadegkeun hiji karajaan anu moal aya tungtungna, moal aya nu tiasa ngelehkeun, malah bakal numpes numpurkeun karajaan-karajaan anu tadi tea sadayana, lajeng ngadeg salalanggengna.",In the days of those kings the God of heaven will raise up an everlasting kingdom that will not be destroyed and a kingdom that will not be left to another people.,0.6666,0.767,4,1.0,Low
Daniel:1:45,su-en,2,2,"Allah anu agung parantos mintonkeun ka Gusti, hiji perkawis nu baris kajadian ka payun.",The great God has made known to the king what will occur in the future.,0.7106,1.0,1,1.0,Medium
Daniel:1:45,su-en,1,1,"Perkawis eta, kaimpenkeunana ku Gusti aya batu ngagulundung, anu bongkar tina gunung karang kalayan teu aya anu noel-noel acan, teras neumbrag eta arca tina beusi, tambaga, taneuh liket, perak sareng emas.","You saw that a stone was cut from a mountain, but not by human hands; it smashed the iron, bronze, clay, silver, and gold into pieces.",0.6885,0.825,2,1.0,Medium
Daniel:1:46,su-en,1,1,Bruk Raja Nebukadnesar sujud ka Daniel.,Then King Nebuchadnezzar bowed down with his face to the ground and paid homage to Daniel.,0.6215,0.412,0,1.0,Low
Daniel:1:47,su-en,1,1,"Geus kitu sasauran ka Daniel, ""Allah anjeun pangagungna ti sakabeh allah, Gustining raja-raja, hiji-hijina Allah anu iasa muka anu gaib-gaib.","The king replied to Daniel, ""Certainly your God is a God of gods and Lord of kings and revealer of mysteries, for you were able to reveal this mystery!""",0.7076,0.912,2,1.0,Medium
Daniel:1:48,su-en,1,1,"Ti dinya Daniel dipaparin hiji kalungguhan luhur, kitu deui dipaparin ganjaran, barang-barang nu arendah, dipaparin cangkingan di propinsi Babul tur dijadikeun kapala sakabeh jurunasehat raja.",Then the king elevated Daniel to high position and bestowed on him many marvelous gifts.,0.6626,0.516,3,1.0,Low
Daniel:1:49,su-en,3,3,Daniel 3,Daniel 3,1.0,1.0,0,1.0,High
Daniel:1:49,su-en,1,1,"Tapi kalawan pamundut Daniel, eta kalungguhan pikeun nyekel pamarentahan propinsi Babul teh ku raja dicangkingkeun ka Sadrah, Mesah, jeung Abednego.","And at Daniel's request, the king appointed Shadrach, Meshach, and Abednego over the administration of the province of Babylon.",0.8117,0.958,0,1.0,High
Daniel:1:49,su-en,2,2,"Ari Daniel ku anjeun, tetep nyepeng kalungguhan di karaton raja.",Daniel himself served in the king's court.,0.7199,0.667,1,1.0,Medium
Efesus:1:1,su-en,2,1,"Sim kuring, Paulus, anu ku Allah dijadikeun rasulna Kristus Yesus nyuratan, mugia aranjeun ginanjar rahmat rahayu ti Allah Rama urang jeung ti Gusti urang Yesus Kristus.","From Paul, an apostle of Christ Jesus by the will of God, to the saints [in Ephesus], the faithful in Christ Jesus.",0.6301,0.933,0,1.0,Medium
Efesus:1:4,su-en,1,1,"Malah ti memeh dunya gumelar, urang geus dipilih baris dijadikeun milik kagungan Mantenna ku disatunggalkeun jeung Kristus, supaya suci jeung mulus di payuneuna-Na.",For he chose us in Christ before the foundation of the world that we may be holy and unblemished in his sight in love.,0.6805,0.893,2,1.0,Medium
Efesus:1:5,su-en,1,1,"Allah geus nangtukeun yen urang baris diangkat jadi putra-putra-Na, ku jalan Yesus Kristus.","He did this by predestining us to adoption as his sons through Jesus Christ, according to the pleasure of his will -",0.6988,0.826,0,1.0,Medium
Efesus:1:6,su-en,2,1,Kurnia-Na anu dipaparinkeun ka urang ku jalan Putra kaasih-Na teh kacida agungna.,to the praise of the glory of his grace that he has freely bestowed on us in his dearly loved Son.,0.6457,0.773,0,1.0,Medium
Efesus:1:11,su-en,2,1,"Urang pangna dipilih supaya jadi umat-Na anu ngahiji jeung Kristus teh nya ku karana geus kitu tujuan Mantenna, anu geus dipastikeun ti asal mimiti pisan.","In Christ we too have been claimed as God's own possession, since we were predestined according to the one purpose of him who accomplishes all things according to the counsel of his will",0.6731,0.853,0,1.0,Medium
Efesus:1:12,su-en,1,1,"Ku sabab kitu, urang anu pangheulana ngaharep ka Kristus, wajib muji kaagungan Allah.","so that we, who were the first to set our hope on Christ, would be to the praise of his glory.",0.6935,0.667,0,1.0,Medium
Efesus:1:13,su-en,1,1,"Ti barang mimiti narima amanat-Na anu ngandung kayaktian, nya eta Injil Kasalametan anu bakal nyalametkeun, aranjeun teh geus jadi umat Allah, percaya ka Kristus, ku Allah diterapan cap tanda kagungana-Na nya eta Roh Suci, numutkeun jangji-Na.","And when you heard the word of truth (the gospel of your salvation) - when you believed in Christ - you were marked with the seal of the promised Holy Spirit,",0.6861,0.708,4,1.0,Low
Efesus:1:15,su-en,1,1,"Barang terang aranjeun geus percaya ka Gusti Yesus jeung mikanyaah ka sakumna umat Allah,","For this reason, because I have heard of your faith in the Lord Jesus and your love for all the saints,",0.6471,0.652,1,1.0,Medium
Efesus:1:19,su-en,1,1,"Oge supaya terang rongkahna kakawasaan Mantenna anu dianggo barangdamel di urang anu percaya, nya eta kakawasaan","and what is the incomparable greatness of his power toward us who believe, as displayed in the exercise of his immense strength.",0.671,0.708,0,1.0,Medium
Efesus:1:20,su-en,1,1,anu geus dianggo ngahirupkeun deui Kristus ti nu maraot jeung ngalinggihkeun Anjeunna di tengeneun Allah di sawarga.,This power he exercised in Christ when he raised him from the dead and seated him at his right hand in the heavenly realms,0.7327,0.75,0,1.0,Medium
Efesus:1:22,su-en,1,1,"Saniskara ku Allah ditalukkeun ka Kristus anu jadi sirah gareja, jadi Gustina saniskara.","And Godputall things underChrist'sfeet, and he gave him to the church as head over all things.",0.6052,0.833,0,1.0,Medium
Efesus:1:23,su-en,2,2,Efesus 2,Efesus 2,1.0,1.0,0,1.0,High
Efesus:1:26,su-en,1,1,"Lamun aya kaambek ulah katalanjuran nepi ka jadi dosa, jeung ari ambek ulah nepi ka sapoe jeput teu eureun-eureun.",Be angry and do not sin;do not let the sun go down on the cause of your anger.,0.6134,0.913,2,1.0,Medium
Efesus:1:27,su-en,1,1,Ulah mere kasempetan ka Iblis.,Do not give the devil an opportunity.,0.8866,0.75,0,1.0,High
Efesus:1:28,su-en,1,1,"Anu geus biasa maling ulah maling deui, anggur singkil digawe nyiar napkah anu jujur, keur sorangan tur bisa dipake nulung ka batur anu eukeur kakurangan.","The one who steals must steal no longer; rather he must labor, doing good with his own hands, so that he may have something to share with the one who has need.",0.6276,0.778,1,1.0,Medium
Efesus:1:32,su-en,2,2,Efesus 5,Efesus 5,1.0,1.0,0,1.0,High
Efesus:1:32,su-en,1,1,"Sabalikna kudu sareh, alus budi, jeung kudu silih hampura sakumaha aranjeun oge ku Allah geus dihampura ku karana Kristus.","Instead, be kind to one another, compassionate, forgiving one another, just as God in Christ also forgave you.",0.7522,0.957,2,1.0,Medium
Efesus:1:33,su-en,2,2,Efesus 6,Efesus 6,1.0,1.0,0,1.0,High
Efesus:1:33,su-en,1,1,"Jeung aranjeun oge eta ayat teh aya pakaitna, nya eta: Unggal salaki kudu nyaah ka pamajikan saperti ka awak sorangan, unggal pamajikan kudu hormat ka salaki.","Nevertheless, each one of you must also love his own wife as he loves himself, and the wife must respect her husband.",0.7741,0.833,1,1.0,Medium
Ester:1:3,su-en,2,2,"Para panglima Persia jeung Media, kitu deui para gupernur jeung para bangsawan ti saban propinsi, araya dina eta pesta.","The army of Persia and Media was present, as well as the nobles and the officials of the provinces.",0.7793,0.955,1,1.0,Medium
Ester:1:3,su-en,1,1,"Dina katilu taunna jumeneng raja, anjeunna ngayakeun pesta keur para pajabat jeung gegeden-gegeden pamarentah.",in the third year of his reign he provided a banquet for all his officials and his servants.,0.7638,0.947,1,1.0,Medium
Ester:1:6,su-en,2,1,"Katil emas jeung katil perak ditagenkeun di palataran anu lantena ku ubin marmer bodas, ubin beureum, giwang anu gilap jeung batu pirus bulas.","The furnishings included linen and purple curtains hung by cords of the finest linen and purple wool on silver rings, alabaster columns, gold and silver couches displayed on a floor made of valuable stones of alabaster, mother-of-pearl, and mineral stone.",0.699,0.531,2,1.0,Medium
Ester:1:8,su-en,1,1,"Ngarinumna teu diwates, sakumaha parentah raja ka gandek-gandek karaton, supaya anu paresta teh ngaraleueutna sasukana.","There were no restrictions on the drinking, for the king had instructed all of his supervisors that they should do as everyone so desired.",0.6595,0.769,1,1.0,Medium
Ester:1:11,su-en,1,1,Ditimbalan ngangkir Ratu Wasti kalawan saged nganggo makuta ratuna.,to bring Queen Vashti into the king's presence wearing her royal high turban.,0.6753,0.714,0,1.0,Medium
Ester:1:14,su-en,1,1,"Juru-juru nasehat anu pangseringna disaur ku raja nya eta: Karsena, Setar, Admata, Tarsis, Meres, Marsena jeung Memukan, anu jaradi pajabat pangluhurna di karajaan Persia jeung Media.","Those who were closest to him were Carshena, Shethar, Admatha, Tarshish, Meres, Marsena, and Memucan.",0.7168,0.611,1,1.0,Medium
Ester:1:15,su-en,1,1,"Lahiran raja ka aranjeunna, ""Kula, Raja Ahasweros, nitah gandek-gandek sangkan Ratu sina marek, Ratu teu nurut.","The king asked, ""By law, what should be done to Queen Vashti in light of the fact that she has not obeyed the instructions of King Ahasuerus conveyed through the eunuchs?""",0.601,0.667,3,1.0,Low
Ester:1:16,su-en,1,1,"Memukan miunjuk ka raja jeung para pajabat, saurna, ""Ratu Wasti sanes mung baha ka kersa Sang Raja, nanging ka para pajabat ongkoh, malah ka sadaya lalaki di ieu karajaan.","Memucan then replied to the king and the officials, ""The wrong of Queen Vashti is not against the king alone, but against all the officials and all the people who are throughout all the provinces of King Ahasuerus.",0.7605,0.833,2,1.0,Medium
Ester:1:17,su-en,2,1,"Margi tangtos bakal kieu nyaranggemna, 'Raja Ahasweros geuning timbalanana ku Ratu Wasti henteu didangu.'","For the matter concerning the queen will spread to all the women, leading them to treat their husbands with contempt, saying, 'When King Ahasuerus gave orders to bring Queen Vashti into his presence, she would not come.'",0.6473,0.395,3,1.0,Low
Ester:1:20,su-en,1,2,"Saparantos ieu pangumuman nyebar di sakuliah karajaan anu lega upluk-aplak, tangtos kaom wanita teh baris ngesto ka salaki, boh beunghar, boh miskin.""","Then all the women will give honor to their husbands, from the most prominent to the lowly.""",0.6004,0.69,2,1.0,Medium
Ester:1:21,su-en,1,1,Eta pihatur kaluyuan ku raja jeung ku pajabat-pajabat.,The matter seemed appropriate to the king and the officials.,0.6837,1.0,0,1.0,Medium
Ester:1:22,su-en,3,2,Ester 2,Ester 2,1.0,1.0,0,1.0,High
Ester:1:22,su-en,1,1,"Ngintunkeun serat-serat ka unggal propinsi sakarajaanana nurutkeun tulisan jeung basana masing-masing, unina: Nu jadi kapala kulawarga teh nya eta salaki.","He sent letters throughout all the royal provinces, to each province according to its own script and to each people according to its own language, that every man should be ruling his family and should be speaking the language of his own people.",0.6373,0.587,2,1.0,Medium
Ester:1:23,su-en,4,3,Ester 3,Ester 3,1.0,1.0,0,1.0,High
Ester:1:23,su-en,3,2,Eta kajadian ku raja dipiwarang dicatet dina kitab babad karajaan.,It was then recorded in the daily chronicles in the king's presence.,0.7237,0.846,0,1.0,Medium
Ester:1:24,su-en,1,1,"Bareto Haman, musuh urang Yahudi, anak Hamedata bangsa Agag, geus ngalung dadu anu disebut ""Purim"", milih poe tumpesan urang Yahudi tea, anu niatna mah rek diperenan kabeh.","For Haman the son of Hammedatha, the Agagite, the enemy of all the Jews, had devised plans against the Jews to destroy them.",0.6616,0.771,2,1.0,Medium
Ester:1:25,su-en,1,1,"Tapi ku sabab Ester unjukan ka raja, sarta raja ngaluarkeun parentah, niat Haman nyilakakeun urang Yahudi teh meulit ka dirina, nepi ka digantungna pisan katut ka anak-anakna.","But when the matter came to the king's attention, the king gave written orders that Haman's evil intentions that he had devised against the Jews should fall on his own head.",0.6669,1.0,2,1.0,Medium
Ester:1:26,su-en,1,1,"Ku sabab kitu, eta hari raya teh disebutna ""Purim"", hartina dadu.","For this reason these days are known asPurim, after the name ofpur.",0.6661,0.875,1,1.0,Medium
Ester:1:29,su-en,1,1,"Geus kitu, Ratu Ester, putra Abihail, disarengan ku Mordekai ngintun serat kalawan nganggo sagemblengna kawibawaan anjeunna, ngukuhkeun parentah perkara Purim, anu geus diparentahkeun ku Mordekai dina seratna anu ti heula.","So Queen Esther, the daughter of Abihail, and Mordecai the Jew wrote with full authority to confirm this second letter about Purim.",0.6892,0.694,3,1.0,Low
Ester:1:32,su-en,2,2,Ester 10,Ester 10,1.0,1.0,0,1.0,High
