verse_id,sent_idx,sent_id,su_sentence,id_sentence,en_sentence,su_tokens,id_tokens,en_tokens,flag_su_id_emb,flag_su_en_emb
Daniel:1:13,1,Daniel:1:13#1,Lajeng bandingkeun hasilna sareng nonoman-nonoman sanes anu nareda sareng ngarotna katuangan sareng leueuteun ti karaton.,"sesudah itu bandingkanlah perawakan kami dengan perawakan orang-orang muda yang makan dari santapan raja, kemudian perlakukanlah hamba-hambamu ini sesuai dengan pendapatmu.""","Then compare our appearance with that of the young men who are eating the royal delicacies; deal with us in light of what you see.""",Lajeng bandingkeun hasilna sareng nonoman - nonoman sanes anu nareda sareng ngarotna katuangan sareng leueuteun ti karaton .,"sesudah itu bandingkanlah perawakan kami dengan perawakan orang - orang muda yang makan dari santapan raja , kemudian perlakukanlah hamba - hambamu ini sesuai dengan pendapatmu . ""","Then compare our appearance with that of the young men who are eating the royal delicacies ; deal with us in light of what you see . """,,
Daniel:1:13,2,Daniel:1:13#2,"Mangga engke taksir kumaha katingalina.""",,,"Mangga engke taksir kumaha katingalina . """,,,,
Daniel:1:14,1,Daniel:1:14#1,"Pamundutna disaluyuan, heug dicoba sapuluh poe.","Didengarkannyalah permintaan mereka itu, lalu diadakanlah percobaan dengan mereka selama sepuluh hari.",So the warden agreed to their proposal and tested them for ten days.,"Pamundutna disaluyuan , heug dicoba sapuluh poe .","Didengarkannyalah permintaan mereka itu , lalu diadakanlah percobaan dengan mereka selama sepuluh hari .",So the warden agreed to their proposal and tested them for ten days .,Medium,
Daniel:1:15,1,Daniel:1:15#1,"Sabadana, tetela hasilna leuwih nyugemakeun ti batan nonoman-nonoman anu dirangsom ti karaton.","Setelah lewat sepuluh hari, ternyata perawakan mereka lebih baik dan mereka kelihatan lebih gemuk dari pada semua orang muda yang telah makan dari santapan raja.",At the end of the ten days their appearance was better and their bodies were healthier than all the young men who had been eating the royal delicacies.,"Sabadana , tetela hasilna leuwih nyugemakeun ti batan nonoman - nonoman anu dirangsom ti karaton .","Setelah lewat sepuluh hari , ternyata perawakan mereka lebih baik dan mereka kelihatan lebih gemuk dari pada semua orang muda yang telah makan dari santapan raja .",At the end of the ten days their appearance was better and their bodies were healthier than all the young men who had been eating the royal delicacies .,,
Daniel:1:15,2,Daniel:1:15#2,"Leuwih sehat, leuwih kuat.",,,"Leuwih sehat , leuwih kuat .",,,,
Daniel:1:16,1,Daniel:1:16#1,"Ti semet harita, tetep taruangna teh bangsa sayuran, lain katuangan ti karaton anu ditangtukeun ku raja.","Kemudian penjenang itu selalu mengambil makanan mereka dan anggur yang harus mereka minum, lalu memberikan sayur kepada mereka.",So the warden removed the delicacies and the wine from their diet and gave them a diet of vegetables instead.,"Ti semet harita , tetep taruangna teh bangsa sayuran , lain katuangan ti karaton anu ditangtukeun ku raja .","Kemudian penjenang itu selalu mengambil makanan mereka dan anggur yang harus mereka minum , lalu memberikan sayur kepada mereka .",So the warden removed the delicacies and the wine from their diet and gave them a diet of vegetables instead .,,
Daniel:1:17,1,Daniel:1:17#1,"Ieu opat nonoman ku Allah dipaparin pangaweruh, paham kana kasusastran jeung palsapah.","Kepada keempat orang muda itu Allah memberikan pengetahuan dan kepandaian tentang berbagai-bagai tulisan dan hikmat, sedang Daniel juga mempunyai pengertian tentang berbagai-bagai penglihatan dan mimpi.","Now as for these four young men, God endowed them with knowledge and skill in all sorts of literature and wisdom - and Daniel had insight into all kinds of visions and dreams.","Ieu opat nonoman ku Allah dipaparin pangaweruh , paham kana kasusastran jeung palsapah .","Kepada keempat orang muda itu Allah memberikan pengetahuan dan kepandaian tentang berbagai - bagai tulisan dan hikmat , sedang Daniel juga mempunyai pengertian tentang berbagai - bagai penglihatan dan mimpi .","Now as for these four young men , God endowed them with knowledge and skill in all sorts of literature and wisdom - and Daniel had insight into all kinds of visions and dreams .",,
Daniel:1:17,2,Daniel:1:17#2,Kajaba ti kitu Daniel mah ku Allah dipaparin kaahlian nerangkeun harti tetenjoan jeung impian.,,,Kajaba ti kitu Daniel mah ku Allah dipaparin kaahlian nerangkeun harti tetenjoan jeung impian .,,,Low,Low
Daniel:1:18,1,Daniel:1:18#1,"Tutas tilu taun anu ditempokeun ku raja, para nonoman teh ku Aspenas dideuheuskeun ka Nebukadnesar.","Setelah lewat waktu yang ditetapkan raja, bahwa mereka sekalian harus dibawa menghadap, maka dibawalah mereka oleh pemimpin pegawai istana itu ke hadapan Nebukadnezar.","When the time appointed by the king arrived, the overseer of the court officials brought them into Nebuchadnezzar's presence.","Tutas tilu taun anu ditempokeun ku raja , para nonoman teh ku Aspenas dideuheuskeun ka Nebukadnesar .","Setelah lewat waktu yang ditetapkan raja , bahwa mereka sekalian harus dibawa menghadap , maka dibawalah mereka oleh pemimpin pegawai istana itu ke hadapan Nebukadnezar .","When the time appointed by the king arrived , the overseer of the court officials brought them into Nebuchadnezzar's presence .",Medium,
Daniel:1:19,1,Daniel:1:19#1,"Waktu dicandak sasauran, sang raja pohara katarikna ku Daniel, Hananya, Misael, jeung Asaria, leuwih ti ka nu lian.","Raja bercakap-cakap dengan mereka; dan di antara mereka sekalian itu tidak didapati yang setara dengan Daniel, Hananya, Misael dan Azarya; maka bekerjalah mereka itu pada raja.","When the king spoke with them, he did not find among the entire group anyone like Daniel, Hananiah, Mishael, or Azariah.","Waktu dicandak sasauran , sang raja pohara katarikna ku Daniel , Hananya , Misael , jeung Asaria , leuwih ti ka nu lian .","Raja bercakap - cakap dengan mereka ; dan di antara mereka sekalian itu tidak didapati yang setara dengan Daniel , Hananya , Misael dan Azarya ; maka bekerjalah mereka itu pada raja .","When the king spoke with them , he did not find among the entire group anyone like Daniel , Hananiah , Mishael , or Azariah .",Low,Medium
Daniel:1:19,2,Daniel:1:19#2,Nya tuluy diangkat jadi abdi-abdi di karaton raja.,,So they entered the king's service.,Nya tuluy diangkat jadi abdi - abdi di karaton raja .,,So they entered the king's service .,,Medium
Daniel:1:20,1,Daniel:1:20#1,"Mun ku raja dipariksa tina sual naon bae atawa tina masalah nu kumaha bae, kauningana ieu opat nonoman teh sapuluh kalieun tukang-tukang nujum atawa tukang-tukang sihir di sakuliah karajaan.","Dalam tiap-tiap hal yang memerlukan kebijaksanaan dan pengertian, yang ditanyakan raja kepada mereka, didapatinya bahwa mereka sepuluh kali lebih cerdas dari pada semua orang berilmu dan semua ahli jampi di seluruh kerajaannya.","In every matter of wisdom and insight the king asked them about, he found them to be ten times better than any of the magicians and astrologers that were in his entire empire.","Mun ku raja dipariksa tina sual naon bae atawa tina masalah nu kumaha bae , kauningana ieu opat nonoman teh sapuluh kalieun tukang - tukang nujum atawa tukang - tukang sihir di sakuliah karajaan .","Dalam tiap - tiap hal yang memerlukan kebijaksanaan dan pengertian , yang ditanyakan raja kepada mereka , didapatinya bahwa mereka sepuluh kali lebih cerdas dari pada semua orang berilmu dan semua ahli jampi di seluruh kerajaannya .","In every matter of wisdom and insight the king asked them about , he found them to be ten times better than any of the magicians and astrologers that were in his entire empire .",Medium,Medium
Daniel:1:21,1,Daniel:1:21#1,Ari Daniel aya di karaton raja teh nepi ka mangsa Babul ditalukkeun ku Raja Kores ti Persia.,Daniel ada di sana sampai tahun pertama pemerintahan Koresh.,Now Daniel lived on until the first year of Cyrus the king.,Ari Daniel aya di karaton raja teh nepi ka mangsa Babul ditalukkeun ku Raja Kores ti Persia .,Daniel ada di sana sampai tahun pertama pemerintahan Koresh .,Now Daniel lived on until the first year of Cyrus the king .,Medium,
Daniel:1:21,2,Daniel:1:21#2,Daniel 2,Daniel 2,Daniel 2,Daniel 2,Daniel 2,Daniel 2,High,High
Daniel:1:22,1,Daniel:1:22#1,"Mantenna ngebrehkeun nu jero-jero, nu gaib-gaib.","Dialah yang menyingkapkan hal-hal yang tidak terduga dan yang tersembunyi, Dia tahu apa yang ada di dalam gelap, dan terang ada pada-Nya.","he reveals deep and hidden things.He knows what is in the darkness,and light resides with him.","Mantenna ngebrehkeun nu jero - jero , nu gaib - gaib .","Dialah yang menyingkapkan hal - hal yang tidak terduga dan yang tersembunyi , Dia tahu apa yang ada di dalam gelap , dan terang ada pada - Nya .","he reveals deep and hidden things . He knows what is in the darkness , and light resides with him .",,
Daniel:1:22,2,Daniel:1:22#2,"Tingali ka nu nyamuni di nu poek, tur Mantenna ku anjeun kaliputan ku cahya.",,,"Tingali ka nu nyamuni di nu poek , tur Mantenna ku anjeun kaliputan ku cahya .",,,,
Daniel:1:23,1,Daniel:1:23#1,"Puji sukur ti abdi, nun Allahna karuhun abdi, wireh abdi dipaparinan hikmat katut kakiatan, reh panuhun abdi dikabul, diebrehan perkawis anu kedah diunjukkeun ka raja.""","Ya Allah nenek moyangku, kupuji dan kumuliakan Engkau, sebab Engkau mengaruniakan kepadaku hikmat dan kekuatan, dan telah memberitahukan kepadaku sekarang apa yang kami mohon kepada-Mu: Engkau telah memberitahukan kepada kami hal yang dipersoalkan raja.""","O God of my fathers, I acknowledge and glorify you,for you have bestowed wisdom and power on me.Now you have enabled me to understand what I requested from you.For you have enabled me to understand the king's dilemma.""","Puji sukur ti abdi , nun Allahna karuhun abdi , wireh abdi dipaparinan hikmat katut kakiatan , reh panuhun abdi dikabul , diebrehan perkawis anu kedah diunjukkeun ka raja . ""","Ya Allah nenek moyangku , kupuji dan kumuliakan Engkau , sebab Engkau mengaruniakan kepadaku hikmat dan kekuatan , dan telah memberitahukan kepadaku sekarang apa yang kami mohon kepada - Mu : Engkau telah memberitahukan kepada kami hal yang dipersoalkan raja . ""","O God of my fathers , I acknowledge and glorify you , for you have bestowed wisdom and power on me . Now you have enabled me to understand what I requested from you . For you have enabled me to understand the king's dilemma . """,Medium,Medium
Daniel:1:24,1,Daniel:1:24#1,"Daniel nepangan deui Ariok, anu ku raja dipapancenan ngalaksanakeun hukuman ka para ahli tea.","Sebab itu pergilah Daniel kepada Ariokh yang telah ditugaskan raja untuk melenyapkan orang-orang bijaksana di Babel; maka pergilah ia serta berkata kepadanya, demikian: ""Orang-orang bijaksana di Babel itu jangan kaulenyapkan!",Then Daniel went in to see Arioch (whom the king had appointed to destroy the wise men of Babylon).,"Daniel nepangan deui Ariok , anu ku raja dipapancenan ngalaksanakeun hukuman ka para ahli tea .","Sebab itu pergilah Daniel kepada Ariokh yang telah ditugaskan raja untuk melenyapkan orang - orang bijaksana di Babel ; maka pergilah ia serta berkata kepadanya , demikian : "" Orang - orang bijaksana di Babel itu jangan kaulenyapkan !",Then Daniel went in to see Arioch ( whom the king had appointed to destroy the wise men of Babylon ) .,,Medium
Daniel:1:24,2,Daniel:1:24#2,"Saurna, ""Para ahli teh ulah waka dipaehan.","Bawalah aku menghadap raja, maka aku akan memberitahukan kepada raja makna itu!""","He came and said to him, ""Don't destroy the wise men of Babylon!","Saurna , "" Para ahli teh ulah waka dipaehan .","Bawalah aku menghadap raja , maka aku akan memberitahukan kepada raja makna itu ! ""","He came and said to him , "" Don't destroy the wise men of Babylon !",,
Daniel:1:24,3,Daniel:1:24#3,"Deuheuskeun abdi ka raja, bade ngunjukkeun perkawis impenanana.""",,"Escort me to the king, and I will disclose the interpretation to him!""","Deuheuskeun abdi ka raja , bade ngunjukkeun perkawis impenanana . """,,"Escort me to the king , and I will disclose the interpretation to him ! """,Medium,Medium
Daniel:1:25,1,Daniel:1:25#1,Harita keneh Daniel ku Ariok dideuheuskeun ka Raja Nebukadnesar.,"Ariokh segera membawa Daniel menghadap raja serta berkata kepada raja demikian: ""Aku telah mendapat seorang dari antara orang-orang buangan dari Yehuda, yang dapat memberitahukan makna itu kepada raja.""","So Arioch quickly ushered Daniel into the king's presence, saying to him, ""I have found a man from the captives of Judah who can make known the interpretation to the king.""",Harita keneh Daniel ku Ariok dideuheuskeun ka Raja Nebukadnesar .,"Ariokh segera membawa Daniel menghadap raja serta berkata kepada raja demikian : "" Aku telah mendapat seorang dari antara orang - orang buangan dari Yehuda , yang dapat memberitahukan makna itu kepada raja . ""","So Arioch quickly ushered Daniel into the king's presence , saying to him , "" I have found a man from the captives of Judah who can make known the interpretation to the king . """,,
Daniel:1:25,2,Daniel:1:25#2,"Piunjuk Ariok ka raja, ""Abdi sumeja nyanggakeun hiji jalmi tawanan bangsa Yahudi, anu sanggem nerangkeun impenan Sang Raja.""",,,"Piunjuk Ariok ka raja , "" Abdi sumeja nyanggakeun hiji jalmi tawanan bangsa Yahudi , anu sanggem nerangkeun impenan Sang Raja . """,,,Medium,Medium
Daniel:1:26,1,Daniel:1:26#1,"Raja mariksa ka Daniel, nu dilandi Beltesasar tea, saurna, ""Nyaho maneh impian kami sarta jeung nerangkeun hartina?""","Bertanyalah raja kepada Daniel yang namanya Beltsazar: ""Sanggupkah engkau memberitahukan kepadaku mimpi yang telah kulihat itu dengan maknanya juga?""","The king then asked Daniel (whose name was also Belteshazzar), ""Are you able to make known to me the dream that I saw, as well as its interpretation?""","Raja mariksa ka Daniel , nu dilandi Beltesasar tea , saurna , "" Nyaho maneh impian kami sarta jeung nerangkeun hartina ? ""","Bertanyalah raja kepada Daniel yang namanya Beltsazar : "" Sanggupkah engkau memberitahukan kepadaku mimpi yang telah kulihat itu dengan maknanya juga ? ""","The king then asked Daniel ( whose name was also Belteshazzar ) , "" Are you able to make known to me the dream that I saw , as well as its interpretation ? """,Low,Medium
Daniel:1:27,1,Daniel:1:27#1,"Daniel ngawangsul, ""Kangjeng Raja, kana perkawis eta, moal aya tukang sihir, jurutenung, dukun, atanapi ahli palak anu tiasa nerangkeun.","Daniel menjawab, katanya kepada raja: ""Rahasia, yang ditanyakan tuanku raja, tidaklah dapat diberitahukan kepada raja oleh orang bijaksana, ahli jampi, orang berilmu atau ahli nujum.","Daniel replied to the king, ""The mystery that the king is asking about is such that no wise men, astrologers, magicians, or diviners can possibly disclose it to the king.","Daniel ngawangsul , "" Kangjeng Raja , kana perkawis eta , moal aya tukang sihir , jurutenung , dukun , atanapi ahli palak anu tiasa nerangkeun .","Daniel menjawab , katanya kepada raja : "" Rahasia , yang ditanyakan tuanku raja , tidaklah dapat diberitahukan kepada raja oleh orang bijaksana , ahli jampi , orang berilmu atau ahli nujum .","Daniel replied to the king , "" The mystery that the king is asking about is such that no wise men , astrologers , magicians , or diviners can possibly disclose it to the king .",Medium,Medium
Daniel:1:28,1,Daniel:1:28#1,"Nanging di sawarga aya nu jumeneng Allah, anu kawasa muka nu gaib-gaib, Mantenna parantos nembongkeun ka Kangjeng Raja perkawis engke ka payun.",Tetapi di sorga ada Allah yang menyingkapkan rahasia-rahasia; Ia telah memberitahukan kepada tuanku raja Nebukadnezar apa yang akan terjadi pada hari-hari yang akan datang.,"However, there is a God in heaven who reveals mysteries, and he has made known to King Nebuchadnezzar what will happen in the times to come.","Nanging di sawarga aya nu jumeneng Allah , anu kawasa muka nu gaib - gaib , Mantenna parantos nembongkeun ka Kangjeng Raja perkawis engke ka payun .",Tetapi di sorga ada Allah yang menyingkapkan rahasia - rahasia ; Ia telah memberitahukan kepada tuanku raja Nebukadnezar apa yang akan terjadi pada hari - hari yang akan datang .,"However , there is a God in heaven who reveals mysteries , and he has made known to King Nebuchadnezzar what will happen in the times to come .",Low,Medium
Daniel:1:28,2,Daniel:1:28#2,"Ayeuna impenan Gusti, anu katingali nalika keur kulem, ku abdi sumeja disanggemkeun.",Mimpi dan penglihatan-penglihatan yang tuanku lihat di tempat tidur ialah ini:,The dream and the visions you had while lying on your bed are as follows.,"Ayeuna impenan Gusti , anu katingali nalika keur kulem , ku abdi sumeja disanggemkeun .",Mimpi dan penglihatan - penglihatan yang tuanku lihat di tempat tidur ialah ini :,The dream and the visions you had while lying on your bed are as follows .,,
Daniel:1:29,1,Daniel:1:29#1,"Salebeting kulem, Kangjeng Raja ngimpen perkawis engke ka payun.","Sedang tuanku ada di tempat tidur, ya tuanku raja, timbul pada tuanku pikiran-pikiran tentang apa yang akan terjadi di kemudian hari, dan Dia yang menyingkapkan rahasia-rahasia telah memberitahukan kepada tuanku apa yang akan terjadi.","""As for you, O king, while you were in your bed your thoughts turned to future things.","Salebeting kulem , Kangjeng Raja ngimpen perkawis engke ka payun .","Sedang tuanku ada di tempat tidur , ya tuanku raja , timbul pada tuanku pikiran - pikiran tentang apa yang akan terjadi di kemudian hari , dan Dia yang menyingkapkan rahasia - rahasia telah memberitahukan kepada tuanku apa yang akan terjadi .",""" As for you , O king , while you were in your bed your thoughts turned to future things .",,
Daniel:1:29,2,Daniel:1:29#2,"Allah, anu muka rasiah nu gaib-gaib, ka Gusti parantos mintonkeun nu baris kajadian ka payun.",,The revealer of mysteries has made known to you what will take place.,"Allah , anu muka rasiah nu gaib - gaib , ka Gusti parantos mintonkeun nu baris kajadian ka payun .",,The revealer of mysteries has made known to you what will take place .,,
Daniel:1:30,1,Daniel:1:30#1,Ayeuna eta rasiah teh parantos diebrehkeun ka abdi.,"Adapun aku, kepadaku telah disingkapkan rahasia itu, bukan karena hikmat yang mungkin ada padaku melebihi hikmat semua orang yang hidup, tetapi supaya maknanya diberitahukan kepada tuanku raja, dan supaya tuanku mengenal pikiran-pikiran tuanku.","As for me, this mystery was revealed to me not because I possess more wisdom than any other living person, but so that the king may understand the interpretation and comprehend the thoughts of your mind.",Ayeuna eta rasiah teh parantos diebrehkeun ka abdi .,"Adapun aku , kepadaku telah disingkapkan rahasia itu , bukan karena hikmat yang mungkin ada padaku melebihi hikmat semua orang yang hidup , tetapi supaya maknanya diberitahukan kepada tuanku raja , dan supaya tuanku mengenal pikiran - pikiran tuanku .","As for me , this mystery was revealed to me not because I possess more wisdom than any other living person , but so that the king may understand the interpretation and comprehend the thoughts of your mind .",,
Daniel:1:30,2,Daniel:1:30#2,"Sanes ku margi abdi pinter ngungkulan nu lian, nanging supados Gusti uninga kana hartosna eta impenan, sareng supados ngahartos kana pikiran-pikiran anu dongkap ka Gusti.",,,"Sanes ku margi abdi pinter ngungkulan nu lian , nanging supados Gusti uninga kana hartosna eta impenan , sareng supados ngahartos kana pikiran - pikiran anu dongkap ka Gusti .",,,Medium,Medium
Daniel:1:31,1,Daniel:1:31#1,"Kangjeng Raja, Gusti ngimpen ningali hiji arca raksasa, herang gugurilapan, nanging bangunna pikasieuneun.","Ya raja, tuanku melihat suatu penglihatan, yakni sebuah patung yang amat besar!","""You, O king, were watching as a great statue - one of impressive size and extraordinary brightness - was standing before you.","Kangjeng Raja , Gusti ngimpen ningali hiji arca raksasa , herang gugurilapan , nanging bangunna pikasieuneun .","Ya raja , tuanku melihat suatu penglihatan , yakni sebuah patung yang amat besar !",""" You , O king , were watching as a great statue - one of impressive size and extraordinary brightness - was standing before you .",Medium,Medium
Daniel:1:31,2,Daniel:1:31#2,,"Patung ini tinggi, berkilau-kilauan luar biasa, tegak di hadapan tuanku, dan tampak mendahsyatkan.",Its appearance caused alarm.,,"Patung ini tinggi , berkilau - kilauan luar biasa , tegak di hadapan tuanku , dan tampak mendahsyatkan .",Its appearance caused alarm .,,
Daniel:1:32,1,Daniel:1:32#1,"Sirahna tina emas murni, dada sareng leungeunna tina perak.","Adapun patung itu, kepalanya dari emas tua, dada dan lengannya dari perak, perut dan pinggangnya dari tembaga,","As for that statue, its head was of fine gold, its chest and arms were of silver, its belly and thighs were of bronze.","Sirahna tina emas murni , dada sareng leungeunna tina perak .","Adapun patung itu , kepalanya dari emas tua , dada dan lengannya dari perak , perut dan pinggangnya dari tembaga ,","As for that statue , its head was of fine gold , its chest and arms were of silver , its belly and thighs were of bronze .",Low,Low
Daniel:1:32,2,Daniel:1:32#2,"Cangkeng sareng bobokongna tina tambaga,",,,"Cangkeng sareng bobokongna tina tambaga ,",,,,
Daniel:1:33,1,Daniel:1:33#1,"pingpingna tina beusi, sukuna sapalih tina beusi, sapalih tina taneuh liket.",sedang pahanya dari besi dengan kakinya sebagian dari besi dan sebagian lagi dari tanah liat.,Its legs were of iron; its feet were partly of iron and partly of clay.,"pingpingna tina beusi , sukuna sapalih tina beusi , sapalih tina taneuh liket .",sedang pahanya dari besi dengan kakinya sebagian dari besi dan sebagian lagi dari tanah liat .,Its legs were of iron ; its feet were partly of iron and partly of clay .,Medium,Low
Daniel:1:34,1,Daniel:1:34#1,"Sabot Gusti neuteup eta arca, aya batu ageung anu bongkar tina hiji gunung karang, padahal teu aya anu noel-noel acan, teras ngagulundung neumbrag kana suku arca anu tina beusi sareng taneuh liket tea dugi ka remuk.","Sementara tuanku melihatnya, terungkit lepas sebuah batu tanpa perbuatan tangan manusia, lalu menimpa patung itu, tepat pada kakinya yang dari besi dan tanah liat itu, sehingga remuk.","You were watching as a stone was cut out, but not by human hands.","Sabot Gusti neuteup eta arca , aya batu ageung anu bongkar tina hiji gunung karang , padahal teu aya anu noel - noel acan , teras ngagulundung neumbrag kana suku arca anu tina beusi sareng taneuh liket tea dugi ka remuk .","Sementara tuanku melihatnya , terungkit lepas sebuah batu tanpa perbuatan tangan manusia , lalu menimpa patung itu , tepat pada kakinya yang dari besi dan tanah liat itu , sehingga remuk .","You were watching as a stone was cut out , but not by human hands .",Medium,
Daniel:1:34,2,Daniel:1:34#2,,,"It struck the statue on its iron and clay feet, breaking them in pieces.",,,"It struck the statue on its iron and clay feet , breaking them in pieces .",,
Daniel:1:35,1,Daniel:1:35#1,"Sapada harita keneh eta arca ngarempeyek, beusina, taneuh liketna, tambagana, perakna sareng emasna bareng ancur, bubuk lembut sapertos kekebul di tempat pangirikan di musim halodo, lajeng katiup angin, beresih teu aya urut-urutna.","Maka dengan sekaligus diremukkannyalah juga besi, tanah liat, tembaga, perak dan emas itu, dan semuanya menjadi seperti sekam di tempat pengirikan pada musim panas, lalu angin menghembuskannya, sehingga tidak ada bekas-bekasnya yang ditemukan.","Then the iron, clay, bronze, silver, and gold were broken in pieces without distinction and became like chaff from the summer threshing floors that the wind carries away.","Sapada harita keneh eta arca ngarempeyek , beusina , taneuh liketna , tambagana , perakna sareng emasna bareng ancur , bubuk lembut sapertos kekebul di tempat pangirikan di musim halodo , lajeng katiup angin , beresih teu aya urut - urutna .","Maka dengan sekaligus diremukkannyalah juga besi , tanah liat , tembaga , perak dan emas itu , dan semuanya menjadi seperti sekam di tempat pengirikan pada musim panas , lalu angin menghembuskannya , sehingga tidak ada bekas - bekasnya yang ditemukan .","Then the iron , clay , bronze , silver , and gold were broken in pieces without distinction and became like chaff from the summer threshing floors that the wind carries away .",Medium,Low
Daniel:1:35,2,Daniel:1:35#2,"Dupi batu tea wuwuh ageung, dugi ka ngajadi gunung sareng minuhan bumi sakuliahna.",Tetapi batu yang menimpa patung itu menjadi gunung besar yang memenuhi seluruh bumi.,Not a trace of them could be found.,"Dupi batu tea wuwuh ageung , dugi ka ngajadi gunung sareng minuhan bumi sakuliahna .",Tetapi batu yang menimpa patung itu menjadi gunung besar yang memenuhi seluruh bumi .,Not a trace of them could be found .,Medium,Medium
Daniel:1:35,3,Daniel:1:35#3,,,But the stone that struck the statue became a large mountain that filled the entire earth.,,,But the stone that struck the statue became a large mountain that filled the entire earth .,,
Daniel:1:36,1,Daniel:1:36#1,Kitu impenanana.,"Itulah mimpi tuanku, dan sekarang maknanya akan kami katakan kepada tuanku raja:",This was the dream.,Kitu impenanana .,"Itulah mimpi tuanku , dan sekarang maknanya akan kami katakan kepada tuanku raja :",This was the dream .,,
Daniel:1:36,2,Daniel:1:36#2,Ayeuna abdi sumeja ngahaturkeun pihartoseunana.,,Now we will set forth before the king its interpretation.,Ayeuna abdi sumeja ngahaturkeun pihartoseunana .,,Now we will set forth before the king its interpretation .,,
Daniel:1:37,1,Daniel:1:37#1,"Kangjeng Raja, Gusti teh raja anu pangagungna ti sadaya raja-raja.","Ya tuanku raja, raja segala raja, yang kepadanya oleh Allah semesta langit telah diberikan kerajaan, kekuasaan, kekuatan dan kemuliaan,","""You, O king, are the king of kings.","Kangjeng Raja , Gusti teh raja anu pangagungna ti sadaya raja - raja .","Ya tuanku raja , raja segala raja , yang kepadanya oleh Allah semesta langit telah diberikan kerajaan , kekuasaan , kekuatan dan kemuliaan ,",""" You , O king , are the king of kings .",,Medium
Daniel:1:37,2,Daniel:1:37#2,"Ku Allah anu jumeneng di sawarga parantos dijenengkeun raja, dipaparin kakawasaan, kagagahan, sareng kahormatan.",,"The God of heaven has granted you sovereignty, power, strength, and honor.","Ku Allah anu jumeneng di sawarga parantos dijenengkeun raja , dipaparin kakawasaan , kagagahan , sareng kahormatan .",,"The God of heaven has granted you sovereignty , power , strength , and honor .",Medium,High
Daniel:1:38,1,Daniel:1:38#1,"Ku Mantenna dikersakeun murba ka sakuliah bumi katut nu nyicinganana, sarta murba ka sasatoan sareng manuk-manuk ka Gusti sami taraluk.","dan yang ke dalam tangannya telah diserahkan-Nya anak-anak manusia, di manapun mereka berada, binatang-binatang di padang dan burung-burung di udara, dan yang dibuat-Nya menjadi kuasa atas semuanya itu--tuankulah kepala yang dari emas itu.","Wherever human beings, wild animals, and birds of the sky live - he has given them into your power.","Ku Mantenna dikersakeun murba ka sakuliah bumi katut nu nyicinganana , sarta murba ka sasatoan sareng manuk - manuk ka Gusti sami taraluk .","dan yang ke dalam tangannya telah diserahkan - Nya anak - anak manusia , di manapun mereka berada , binatang - binatang di padang dan burung - burung di udara , dan yang dibuat - Nya menjadi kuasa atas semuanya itu - - tuankulah kepala yang dari emas itu .","Wherever human beings , wild animals , and birds of the sky live - he has given them into your power .",Low,
Daniel:1:38,2,Daniel:1:38#2,Sirah anu tina emas teh nya Gusti ku anjeun.,,He has given you authority over them all.,Sirah anu tina emas teh nya Gusti ku anjeun .,,He has given you authority over them all .,,Medium
Daniel:1:38,3,Daniel:1:38#3,,,You are the head of gold.,,,You are the head of gold .,,
Daniel:1:39,1,Daniel:1:39#1,"Sapandeurieun Gusti, pingadegeun hiji karajaan, kirang mulyana ti karajaan Gusti.","Tetapi sesudah tuanku akan muncul suatu kerajaan lain, yang kurang besar dari kerajaan tuanku; kemudian suatu kerajaan lagi, yakni yang ketiga, dari tembaga, yang akan berkuasa atas seluruh bumi.","Now after you another kingdom will arise, one inferior to yours.","Sapandeurieun Gusti , pingadegeun hiji karajaan , kirang mulyana ti karajaan Gusti .","Tetapi sesudah tuanku akan muncul suatu kerajaan lain , yang kurang besar dari kerajaan tuanku ; kemudian suatu kerajaan lagi , yakni yang ketiga , dari tembaga , yang akan berkuasa atas seluruh bumi .","Now after you another kingdom will arise , one inferior to yours .",,
Daniel:1:39,2,Daniel:1:39#2,"Sapandeurieun eta, aya deui karajaan katilu, anu dilambangkeun tambaga, anu bakal ngawasaan sakuriling bumi.",,"Then a third kingdom, one of bronze, will rule in all the earth.","Sapandeurieun eta , aya deui karajaan katilu , anu dilambangkeun tambaga , anu bakal ngawasaan sakuriling bumi .",,"Then a third kingdom , one of bronze , will rule in all the earth .",Medium,Medium
Daniel:1:40,1,Daniel:1:40#1,"Saparantos eta, aya karajaan anu kaopat, anu kakiatanana lir teuasna beusi.","Sesudah itu akan ada suatu kerajaan yang keempat, yang keras seperti besi, tepat seperti besi yang meremukkan dan menghancurkan segala sesuatu; dan seperti besi yang menghancurluluhkan, maka kerajaan ini akan meremukkan dan menghancurluluhkan semuanya.","Then there will be a fourth kingdom, one strong like iron.","Saparantos eta , aya karajaan anu kaopat , anu kakiatanana lir teuasna beusi .","Sesudah itu akan ada suatu kerajaan yang keempat , yang keras seperti besi , tepat seperti besi yang meremukkan dan menghancurkan segala sesuatu ; dan seperti besi yang menghancurluluhkan , maka kerajaan ini akan meremukkan dan menghancurluluhkan semuanya .","Then there will be a fourth kingdom , one strong like iron .",,Medium
