book,chapter,verse,en_text,id_text,su_text
1 Samuel,1,49,"The sons of Saul were Jonathan, Ishvi, and Malki-Shua. He had two daughters; the older one was named Merab and the younger Michal.","Anak-anak lelaki Saul ialah Yonatan, Yiswi dan Malkisua. Nama kedua anaknya yang perempuan: yang tertua bernama Merab, yang termuda bernama Mikhal.","Putra-putra Saul anu pameget nya eta: Yonatan, Iswi jeung Malkisua. Anu istri, nu kahiji Merab, nu kadua Mikal."
1 Samuel,1,50,"The name of Saul’s wife was Ahinoam, the daughter of Ahimaaz. The name of the general in command of his army was Abner son of Ner, Saul’s uncle.","Isteri Saul bernama Ahinoam, anak Ahimaas. Panglima tentaranya bernama Abner, anak Ner, paman Saul.","Ari geureuhana Ahinoam binti Ahimaas. Panglima perangna kapirayina, Abner, putra emangna anu jenengan Ner."
1 Samuel,1,51,"Kish was the father of Saul, and Ner the father of Abner was the son of Abiel.","Kish, ayah Saul, dan Ner, ayah Abner, adalah anak-anak Abiel.","Ari Kis, ramana Saul, jeung Ner, ramana Abner, duanana putra Abiel."
1 Samuel,1,52,"There was fierce war with the Philistines all the days of Saul. So whenever Saul saw anyone who was a warrior or a brave individual, he would conscript him.","Hebat peperangan melawan orang Filistin selama zaman Saul. Dan semua pahlawan dan orang gagah perkasa, yang dilihat Saul, dikumpulkannya kepadanya.","Sapanjang jumenengna, Saul teu liren-liren merangan urang Pelisti, kacida rosana. Di mana bae ari mendakan jelema anu gagah tur sugih kawani, terus bae dijadikeun baladna."
1 Samuel,1,53,"When the Israelites returned from their hot pursuit of the Philistines, they looted their camp.","Kemudian pulanglah orang Israel dari pemburuan hebat atas orang Filistin, lalu menjarah perkemahan mereka.",Bari baralik balad Israil ngajarah pasanggrahan musuh.
1 Samuel,1,54,"David took the head of the Philistine and brought it to Jerusalem, and he put Goliath’s weapons in his tent.","Dan Daud mengambil kepala orang Filistin yang dipancungnya itu dan membawanya ke Yerusalem, tetapi senjata-senjata orang itu ditaruhnya dalam kemahnya.","Sirah Goliat ku Daud dijingjing ka Yerusalem, ari pakarangna terus disimpen di kemahna."
1 Samuel,1,55,"Now as Saul watched David going out to fight the Philistine, he asked Abner, the general in command of the army, “Whose son is this young man, Abner?” Abner replied, “As surely as you live, O king, I don’t know.”","Ketika Saul melihat Daud pergi menemui orang Filistin itu, berkatalah ia kepada Abner, panglima tentaranya: ""Anak siapakah orang muda itu, Abner?"" Jawab Abner: ""Demi tuanku hidup, ya raja, sesungguhnya aku tidak tahu.""","Basa Daud enggeus jung arek ngalawan Goliat, Saul mariksa ka Abner panglima perangna, saurna, ""Abner, anak saha eta teh?"" Wangsul Abner, ""Duka Gusti, abdi teu terang."""
1 Samuel,1,56,"The king said, “Find out whose son this boy is!”","Kemudian raja berkata: ""Tanyakanlah, anak siapakah orang muda itu.""","Timbalan Saul, ""Coba tatanyakeun."""
1 Samuel,1,57,"So when David returned from striking down the Philistine, Abner took him and brought him before Saul. He still had the head of the Philistine in his hand.","Ketika Daud kembali sesudah mengalahkan orang Filistin itu, maka Abner memanggilnya dan membawanya menghadap Saul, sedang kepala orang Filistin itu masih ada di tangannya.","Samulangna ka pasanggrahan tas ngarubuhkeun Goliat, Daud ku Abner dideuheuskeun deui ka Saul. Daud masih ngajingjing-jingjing keneh sirah Goliat."
1 Samuel,1,58,"Saul said to him, “Whose son are you, young man?” David replied, “I am the son of your servant Jesse in Bethlehem.”","Kata Saul kepadanya: ""Anak siapakah engkau, ya orang muda?"" Jawab Daud: ""Anak hamba tuanku, Isai, orang Betlehem itu.""","Ku Saul dipariksa, ""Ari hidep anak saha?"" Wangsul Daud, ""Dawuh Gusti, abdi pecilna Isai rahayat Gusti ti Betlehem."""
1 Tawarikh,1,1,Tawarikh 1,Tawarikh 1,Tawarikh 1
1 Tawarikh,1,2,"Kenan, Mahalalel, Jered,","Kenan, Mahalaleel, Yared,",Kenan puputra Mahalalel. Mahalalel puputra Yared.
1 Tawarikh,1,3,"Enoch, Methuselah, Lamech,","Henokh, Metusalah, Lamekh,",Yared puputra Hanok. Hanok puputra Metusalah. Metusalah puputra Lamek.
1 Tawarikh,1,4,"Noah, Shem, Ham, and Japheth.","Nuh, Sem, Ham dan Yafet.","Lamek puputra Enoh. Enoh puputra Sem, Ham jeung Yapet."
1 Tawarikh,1,5,"The sons of Japheth:Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras.","Keturunan Yafet ialah Gomer, Magog, Madai, Yawan, Tubal, Mesekh dan Tiras.","Yapet puputra Gomer, Magog, Madai, Yawan, Tubal, Mesek jeung Tiras, anu masing-masing jadi karuhun jalma-jalma anu marake ngaran eta."
1 Tawarikh,1,6,"The sons of Gomer:Ashkenaz, Riphath, and Togarmah.","Keturunan Gomer ialah Askenas, Difat dan Togarma.","Gomer nurunkeun urang Askenas, Ripat jeung Togarma."
1 Tawarikh,1,7,"The sons of Javan:Elishah, Tarshish, the Kittites, and the Rodanites.Ham’s Descendants","Keturunan Yawan ialah Elisa, Tarsis, orang Kitim dan orang Rodanim.","Yawan nurunkeun urang Elisa, Sepanyol, Siprus jeung Rodes."
1 Tawarikh,1,8,"The sons of Ham:Cush, Mizraim, Put, and Canaan.","Keturunan Ham ialah Kush, Misraim, Put dan Kanaan.","Ham puputra Kus, Mesir, Libia jeung Kanaan, anu masing-masing jadi karuhun jalma-jalma anu marake ngaran eta."
1 Tawarikh,1,9,"The sons of Cush:Seba, Havilah, Sabta, Raamah, and Sabteca.The sons of Raamah:Sheba and Dedan.","Keturunan Kush ialah Seba, Hawila, Sabta, Raema dan Sabtekha; keturunan Raema ialah Syeba dan Dedan.","Kus nurunkeun urang Seba, Hawila, Sabta, Raama jeung Sabteka. Raama nurunkeun urang Syeba jeung urang Dedan."
1 Tawarikh,1,10,"Cush was the father of Nimrod, who established himself as a mighty warrior on earth.",Kush memperanakkan Nimrod; dialah orang yang mula-mula sekali berkuasa di bumi.,"(Kus puputra Namrud, jalma anu pangheulana jadi tukang naluk-nalukkeun dunya.)"
1 Tawarikh,1,11,"Mizraim was the father of the Ludites, Anamites, Lehabites, Naphtuhites,","Misraim memperanakkan orang Ludim, orang Anamim, orang Lehabim, orang Naftuhim,","Mesir nurunkeun urang Lidia, Anam, Lehab, Naptuh,"
1 Tawarikh,1,12,"Pathrusites, Casluhites (from whom the Philistines descended), and the Caphtorites.","orang Patrusim, orang Kasluhim--dari mereka inilah berasal orang Filistin--dan orang Kaftorim.","Patrus, Kasluh jeung urang Kreta anu nurunkeun urang Pelisti."
1 Tawarikh,1,13,"Canaan was the father of Sidon – his firstborn – and Heth,","Kanaan memperanakkan Sidon, anak sulungnya dan Het,","Kanaan puputra Sidon, cikalna, jeung Het, anu masing-masing jadi karuhun jalma-jalma anu marake ngaran eta."
1 Tawarikh,1,14,"as well as the Jebusites, Amorites, Girgashites,","serta orang Yebusi, orang Amori, orang Girgasi,","Jeung deui Kanaan teh jadi karuhun urang Yebus, urang Emor, urang Girgas,"
1 Tawarikh,1,15,"Hivites, Arkites, Sinites,","orang Hewi, orang Arki, orang Sini,","urang Hiwi, urang Arki, urang Sin,"
1 Tawarikh,1,16,"Arvadites, Zemarites, and Hamathites.","orang Arwadi, orang Semari dan orang Hamati.","urang Arwad, urang Semar jeung urang Hamat."
1 Tawarikh,1,17,"The sons of Shem:Elam, Asshur, Arphaxad, Lud, and Aram.The sons of Aram:Uz, Hul, Gether, and Meshech.","Keturunan Sem ialah Elam, Asyur, Arpakhsad, Lud, Aram, Us, Hul, Geter dan Mesekh.","Sem puputra Elam, Asur, Arpaksad, Lud, Aram, Us, Hul, Geter jeung Mesek, anu masing-masing jadi karuhun jalma-jalma anu marake ngaran eta."
1 Tawarikh,1,18,"Arphaxad was the father of Shelah, and Shelah was the father of Eber.","Arpakhsad memperanakkan Selah, dan Selah memperanakkan Eber.",Arpaksad puputra Selah. Selah puputra Eber.
1 Tawarikh,1,19,"Two sons were born to Eber: the first was named Peleg, for during his lifetime the earth was divided; his brother’s name was Joktan.","Bagi Eber lahir dua anak laki-laki; nama yang seorang ialah Peleg, sebab dalam zamannya penduduk bumi terbagi, dan nama adiknya ialah Yoktan.","Eber puputra dua urang, nu saurang dingaranan Peleg, lantaran jaman eta pangeusi dunya dipecah; nu saurang deui Yoktan."
1 Tawarikh,1,20,"Joktan was the father of Almodad, Sheleph, Hazarmaveth, Jerah,","Yoktan memperanakkan Almodad, Selef, Hazar-Mawet, Yerah,","Yoktan nurunkeun urang Almodad, Selep, Hasar Mawet, Yarah,"
1 Tawarikh,1,21,"Hadoram, Uzal, Diklah,","Hadoram, Uzal, Dikla,","Hadoram, Usal, Dikla,"
1 Tawarikh,1,22,"Ebal, Abimael, Sheba,","Ebal, Abimael, Syeba,","Ebal, Abimael, Syeba,"
1 Tawarikh,1,23,"Ophir, Havilah, and Jobab. All these were the sons of Joktan.","Ofir, Hawila dan Yobab; itulah semuanya anak-anak Yoktan.","Opir, Hawila jeung Yobab."
1 Tawarikh,1,24,"Shem, Arphaxad, Shelah,","Sem, Arpakhsad, Selah,","Silsilah ti Sem nepi ka Abram nya eta: Sem, Arpaksad, Selah,"
1 Tawarikh,1,25,"Eber, Peleg, Reu,","Eber, Peleg, Rehu,","Eber, Peleg, Rehu,"
1 Tawarikh,1,26,"Serug, Nahor, Terah,","Serug, Nahor, Terah,","Serug, Nahor, Terah"
1 Tawarikh,1,27,"Abram (that is, Abraham).","Abram, itulah Abraham.",jeung Abram atawa mashurna Ibrahim.
1 Tawarikh,1,28,The sons of Abraham:Isaac and Ishmael.,Anak-anak Abraham ialah Ishak dan Ismael.,"Ibrahim puputra dua, Ishak jeung Ismail."
1 Tawarikh,1,29,"These were their descendants: Ishmael’s firstborn son was Nebaioth; the others were Kedar, Adbeel, Mibsam,","Inilah keturunan mereka: anak sulung Ismael ialah Nebayot, lalu Kedar, Adbeel, Mibsam,","Putra-putra Ismail jaradi lulugu dua belas kaom, nya eta kaom Nebayot (ngalap ngaran putra Ismail anu cikal), kaom Kedar, kaom Adbel, kaom Mibsam,"
1 Tawarikh,1,30,"Mishma, Dumah, Massa, Hadad, Tema,","Misyma, Duma, Masa, Hadad, Tema,","kaom Misma, kaom Duma, kaom Masa, kaom Hadad, kaom Tema,"
1 Tawarikh,1,31,"Jetur, Naphish, and Kedemah. These were the sons of Ishmael.","Yetur, Nafish dan Kedma; mereka itulah anak-anak Ismael.","kaom Yetur, kaom Napis jeung kaom Kedma."
1 Tawarikh,1,32,"The sons to whom Keturah, Abraham’s concubine, gave birth:Zimran, Jokshan, Medan, Midian, Ishbak, Shuah.The sons of Jokshan:Sheba and Dedan.","Keturunan Ketura, gundik Abraham: perempuan itu melahirkan Zimran, Yoksan, Medan, Midian, Isybak dan Suah. Anak-anak Yoksan ialah Syeba dan Dedan.","Ibrahim kagungan parekan, ngaranna Ketura. Ti ieu parekan meunang putra-putra lalaki, Yoksan, Medan, Midian, Isbak jeung Suah. Yoksan puputra dua, Syeba jeung Dedan."
1 Tawarikh,1,33,"The sons of Midian:Ephah, Epher, Hanoch, Abida, and Eldaah. All these were the sons of Keturah.","Anak-anak Midian ialah: Efa, Efer, Hanokh, Abida dan Eldaa. Itulah semuanya keturunan Ketura.","Midian puputra lima: Epa, Eper, Hanok, Abida jeung Eldaa."
1 Tawarikh,1,34,Abraham was the father of Isaac. The sons of Isaac:Esau and Israel.Esau’s Descendants,Abraham memperanakkan Ishak. Anak-anak Ishak ialah Esau dan Israel.,"Ishak putra Ibrahim puputra dua, Esau jeung Yakub."
1 Tawarikh,1,35,"The sons of Esau:Eliphaz, Reuel, Jeush, Jalam, and Korah.","Anak-anak Esau ialah Elifas, Rehuel, Yeush, Yaelam dan Korah.","Esau puputra Elipas, Rehuel, Yehus, Yalam jeung Korah."
1 Tawarikh,1,36,"The sons of Eliphaz:Teman, Omar, Zephi, Gatam, Kenaz, and (by Timna) Amalek.","Anak-anak Elifas ialah Teman, Omar, Zefi, Gaetam, Kenas, Timna dan Amalek.","Elipas jadi karuhun kaom Téman, kaom Omar, kaom Sepi, kaom Gatam, kaom Kenas, kaom Timna jeung kaom Amalek."
1 Tawarikh,1,37,"The sons of Reuel:Nahath, Zerah, Shammah, and Mizzah.The Descendants of Seir","Anak-anak Rehuel ialah Nahat, Zerah, Syama dan Miza.","Rehuel jadi karuhun kaom Nahat, kaom Serah, kaom Syama jeung kaom Misa."
1 Tawarikh,1,38,"The sons of Seir:Lotan, Shobal, Zibeon, Anah, Dishon, Ezer, and Dishan.","Anak-anak Seir ialah Lotan, Syobal, Zibeon, Ana, Disyon, Ezer dan Disyan.","(1:38-42) Pribumi tanah Edom kabeh turunan putra-putra Seir anu ngaranna masing-masing: Lotan, anu jadi karuhun bani Hori jeung bani Homam. Saderek Lotan istri, nya eta Timna. Sobal, karuhun bani Alwan, bani Manahat, bani Ebal, bani Sepi, bani Onam. Sibeon, puputra Aya jeung Ana. Ana puputra Dison karuhun bani Hamran, bani Esban, bani Yitran, bani Keran. Eser, karuhun bani Bilhan, bani Saawan, bani Yakan. Disan, karuhun bani Us, bani Aran."
1 Tawarikh,1,39,The sons of Lotan:Hori and Homam. (Timna was Lotan’s sister.),Anak-anak Lotan ialah Hori dan Homam; adik perempuan Lotan ialah Timna.,
1 Tawarikh,1,40,"The sons of Shobal:Alyan, Manahath, Ebal, Shephi, and Onam.The sons of Zibeon:Aiah and Anah.","Anak-anak Syobal ialah Alyan, Manahat, Ebal, Syefi dan Onam; anak-anak Zibeon ialah Aya dan Ana.",
1 Tawarikh,1,41,"The son of Anah:Dishon.The sons of Dishon:Hamran, Eshban, Ithran, and Keran.","Keturunan Ana ialah Disyon; anak-anak Disyon ialah Hamran, Esyban, Yitran dan Keran.",
1 Tawarikh,1,42,"The sons of Ezer:Bilhan, Zaavan, Jaakan.The sons of Dishan:Uz and Aran.Kings of Edom","Anak-anak Ezer ialah Bilhan, Zaawan dan Yaakan. Anak-anak Disyan ialah Us dan Aran.",
1 Tawarikh,1,43,These were the kings who reigned in the land of Edom before any king ruled over the Israelites:Bela son of Beor; the name of his city was Dinhabah.,"Inilah raja-raja yang memerintah di tanah Edom, sebelum seorang raja dari orang Israel memerintah: Bela bin Beor, dan kotanya bernama Dinhaba.","(1:43-50) Samemeh di Israil aya raja, di tanah Edom geus aya raja, gunta-ganti nurutkeun waktu masing-masing, nya eta: Bela bin Beor, ti Dinhaba. Yobab bin Serah, ti Bosra. Husam, ti wewengkon Téman. Hadad bin Bedad, anu ngelehkeun urang Midian di Moab, ti Awit. Samla, ti Masreka. Saul, ti Rehobot sisi walungan. Baal Hanan, bin Akbor. Hadad, ti Pahi, (garwana Mehetabel binti Matred putu Mesahab)."
1 Tawarikh,1,44,"When Bela died, Jobab son of Zerah from Bozrah, succeeded him.","Setelah Bela mati, Yobab bin Zerah, dari Bozra, menjadi raja menggantikan dia.",
1 Tawarikh,1,45,"When Jobab died, Husham from the land of the Temanites succeeded him.","Setelah Yobab mati, Husyam, dari negeri orang Teman, menjadi raja menggantikan dia.",
1 Tawarikh,1,46,"When Husham died, Hadad son of Bedad succeeded him. He struck down the Midianites in the plains of Moab; the name of his city was Avith.","Setelah Husyam mati, Hadad bin Bedad menjadi raja menggantikan dia; dialah yang memukul kalah orang Midian di daerah Moab, dan kotanya bernama Awit.",
1 Tawarikh,1,47,"When Hadad died, Samlah from Masrekah succeeded him.","Setelah Hadad mati, Samla, dari Masyreka menjadi raja menggantikan dia.",
1 Tawarikh,1,48,"When Samlah died, Shaul from Rehoboth on the river succeeded him.","Setelah Samla mati, Saul, dari Rehobot-Sungai, menjadi raja menggantikan dia.",
1 Tawarikh,1,49,"When Shaul died, Baal-Hanan son of Achbor succeeded him.","Setelah Saul mati, Baal-Hanan bin Akhbor menjadi raja menggantikan dia.",
1 Tawarikh,1,50,"When Baal-Hanan died, Hadad succeeded him; the name of his city was Pai. His wife was Mehetabel, daughter of Matred, daughter of Me-Zahab.","Setelah Baal-Hanan mati, Hadad menjadi raja menggantikan dia, dan kotanya bernama Pahi dan isterinya bernama Mehetabeel binti Matred binti Mezahab.",
1 Tawarikh,1,51,"Hadad died. The tribal chiefs of Edom were: Timna, Alvah, Jetheth,","Setelah Hadad mati, maka yang menjadi kepala-kepala kaum di Edom ialah kepala kaum Timna, kepala kaum Alya, kepala kaum Yetet,","Urang Edom jadi sababaraha kaom nya eta: Kaom Timna, kaom Alwa, kaom Yetet,"
1 Tawarikh,1,52,"Oholibamah, Elah, Pinon,","kepala kaum Oholibama, kepala kaum Ela, kepala kaum Pinon,","kaom Oholibama, kaom Ela, kaom Pinon,"
1 Tawarikh,1,53,"Kenaz, Teman, Mibzar,","kepala kaum Kenas, kepala kaum Teman, kepala kaum Mibzar,","kaom Kenas, kaom Téman, kaom Mibsar,"
1 Tawarikh,1,54,"Magdiel, Iram. These were the tribal chiefs of Edom.",kepala kaum Magdiel dan kepala kaum Iram. Itulah kepala-kepala kaum di Edom.,kaom Magdiel jeung kaom Iram.
1 Tawarikh,1,55,"and the clans of the scribes who lived in Jabez: the Tirathites, Shimeathites, and Sucathites. These are the Kenites who descended from Hammath, the father of Beth-Rechab.","Dan kaum-kaum para ahli surat, yang diam di Yabes, ialah orang Tirati, orang Simati, dan orang Sukhati. Mereka itulah orang Keni keturunan Hamat bapa keluarga Rekhab.","(Aya anu maratuhna di kota Yabes, nya eta: urang Tira, urang Simat jeung urang Sukat, kabeh kaasup bangsa Keni anu pacorok jodo jeung urang Rekab, tur kabeh jalma-jalma ahli kana tulas-tulis jeung ahli nyutat.)"
1 Tawarikh,1,56,(But the city’s land and nearby towns were allotted to Caleb son of Jephunneh.),tetapi tanah ladang kota tadi dengan desa-desanya telah diberikan kepada Kaleb bin Yefune.,"iwal ti lahan-lahan jeung desa-desa sakuriling nagara, sabab eta mah beunangna ku Kaleb bin Yepune."
1 Tawarikh,1,57,"The descendants of Aaron were also allotted as cities of refuge Hebron, Libnah and its pasturelands, Jattir, Eshtemoa and its pasturelands,","Kepada keturunan Harun diberikan Hebron kota perlindungan itu, kemudian Libna dengan tanah-tanah penggembalaannya, dan Yatir, lalu Estemoa dengan tanah-tanah penggembalaannya;","(6:57-59) Kota-kota anu ragrag ka turunan Harun nya eta: Hebron kota suaka, Yatir, kitu deui Libna, Estemoa, Hilen, Debir, Asan jeung Bet Semes, kabeh katut tanah-tanah sampalanana."
1 Tawarikh,1,58,"Hilez and its pasturelands, Debir and its pasturelands,","Hilen dengan tanah-tanah penggembalaannya, Debir dengan tanah-tanah penggembalaannya;",
1 Tawarikh,1,59,"Ashan and its pasturelands, and Beth Shemesh and its pasturelands.","Asan dengan tanah-tanah penggembalaannya, dan Bet-Semes dengan tanah-tanah penggembalaannya;",
1 Tawarikh,1,60,"Within the territory of the tribe of Benjamin they were allotted Geba and its pasturelands, Alemeth and its pasturelands, and Anathoth and its pasturelands. Their clans were allotted thirteen cities in all.","dan dari suku Benyamin: Geba dengan tanah-tanah penggembalaannya, Alemet dengan tanah-tanah penggembalaannya dan Anatot dengan tanah-tanah penggembalaannya. Seluruhnya kota-kota mereka ada tiga belas yang dibagikan di antara kaum-kaum mereka.","Ti wewengkon Binyamin maranehna meunang kota Geba jeung sampalanana, kota Alemet jeung sampalanana, kota Anatot jeung sampalanana. Jadi tempat maratuhna saanak incu teh kabehna tilu belas kota."
1 Tawarikh,1,61,The rest of Kohath’s descendants were allotted ten cities in the territory of the half-tribe of Manasseh.,"Dan keturunan Kehat yang selebihnya mendapat dengan undian sepuluh kota dari kaum suku itu, yakni dari suku Manasye yang setengah itu.","Golongan Kahat salian ti eta maratuhna di wewengkon Menase Kulon, sapuluh kota anu elotna ragrag ka maranehna, sakulawarga sakota."
1 Tawarikh,1,62,"The clans of Gershom’s descendants received thirteen cities within the territory of the tribes of Issachar, Asher, Naphtali, and Manasseh (in Bashan).","Kepada keturunan Gerson menurut kaum-kaum mereka diberikan tiga belas kota dari suku Isakhar, dari suku Asyer, dari suku Naftali dan dari suku Manasye yang di Basan.","Golongan Gerson meunang tilu belas kota di wewengkon Isaskar, Aser, Naptali, jeung di Basan anu ayana di wewengkon Menase Wetan, sakulawarga sakota."
1 Tawarikh,1,63,"The clans of Merari’s descendants were allotted twelve cities within the territory of the tribes of Reuben, Gad, and Zebulun.","Kepada keturunan Merari menurut kaum-kaum mereka diberikan dengan diundi dua belas kota dari suku Ruben, dari suku Gad dan dari suku Zebulon.","Golongan Merari nya kitu keneh, meunang dua belas kota di wewengkon Rubin, Gad jeung Sebulun, sakulawarga sakota."
1 Tawarikh,1,64,So the Israelites gave to the Levites these cities and their pasturelands.,Jadi orang Israel memberikan kepada orang Lewi kota-kota itu dengan tanah-tanah penggembalaannya.,Ku jalan kitu kaom Lewi ti urang Israil mareunang tempat pamatuhan katut tanah-tanah sampalanana.
1 Tawarikh,1,65,"They allotted these previously named cities from the territory of the tribes of Judah, Simeon, and Benjamin.","Mereka memberikan juga dengan diundi kota-kota tadi, yang mereka sebutkan nama-namanya, dari suku bani Yehuda, dari suku bani Simeon dan dari suku bani Benyamin.","(Kota-kota di wewengkon Yuda, Simeon jeung Binyamin anu ditataan bieu, dibagikeunana kabeh ku jalan dilotre.)"
1 Tawarikh,1,66,The clans of Kohath’s descendants also received territory within the tribe of Ephraim.,Kaum-kaum yang lain dari keturunan Kehat mendapat kota-kota dari suku Efraim sebagai daerah mereka.,"Aya oge kulawarga-kulawarga ti golongan Kahat anu dibarere kota jeung tanah-tanah sampalan di wewengkon Epraim, nya eta:"
1 Tawarikh,1,67,"They were allotted as cities of refuge Shechem and its pasturelands (in the hill country of Ephraim), Gezer and its pasturelands,","Kepada mereka diberikan Sikhem, kota perlindungan itu, dengan tanah-tanah penggembalaannya, di pegunungan Efraim, lalu Gezer dengan tanah-tanah penggembalaannya,","kota Sekem, kota suaka anu ayana di pagunungan Epraim, Geser,"
1 Tawarikh,1,68,"Jokmeam and its pasturelands, Beth Horon and its pasturelands,","Yokmeam dengan tanah-tanah penggembalaannya, Bet-Horon dengan tanah-tanah penggembalaannya,","Yokmeam, Bet Horon,"
1 Tawarikh,1,69,"Aijalon and its pasturelands, and Gath Rimmon and its pasturelands.",Ayalon dengan tanah-tanah penggembalaannya dan Gat-Rimon dengan tanah-tanah penggembalaannya.,Ayalon jeung Gat Rimon.
1 Tawarikh,1,70,"Within the territory of the half-tribe of Manasseh, the rest of Kohath’s descendants received Aner and its pasturelands and Bileam and its pasturelands.",Dan dari suku Manasye yang setengah itu: Aner dengan tanah-tanah penggembalaannya dan Bileam dengan tanah-tanah penggembalaannya. Jadi kota-kota itu diberikan kepada kaum-kaum yang selebihnya dari keturunan Kehat.,Ti wewengkon Menase Kulon maranehna dibere kota Aner jeung Bilam katut tanah sampalanana sakurilingeun eta.
1 Tawarikh,1,71,The following belonged to Gershom’s descendants:Within the territory of the half-tribe of Manasseh: Golan in Bashan and its pasturelands and Ashtaroth and its pasturelands.,"Keturunan Gerson mendapat dari kaum suku Manasye yang setengah itu; Golan yang di Basan dengan tanah-tanah penggembalaannya, lalu Asytarot dengan tanah-tanah penggembalaannya;",Kota-kota katut jeung tanah-tanah sampalanana anu dibikeun ka kulawarga-kulawarga bani Gerson nya eta: Di wewengkon Menase Wetan: Golan di Basan jeung Astarot.
1 Tawarikh,1,72,"Within the territory of the tribe of Issachar: Kedesh and its pasturelands, Daberath and its pasturelands,","dari suku Isakhar: Kedesh dengan tanah-tanah penggembalaannya; Daberat dengan tanah-tanah pengembalaannya,","Di wewengkon Isaskar: Kedes, Daberat,"
1 Tawarikh,1,73,"Ramoth and its pasturelands, and Anem and its pasturelands.",Ramot dengan tanah-tanah penggembalaannya dan Anem dengan tanah-tanah penggembalaannya;,Ramot jeung Anem.
1 Tawarikh,1,74,"Within the territory of the tribe of Asher: Mashal and its pasturelands, Abdon and its pasturelands,","dari suku Asyer: Masal dengan tanah-tanah penggembalaannya, Abdon dengan tanah-tanah penggembalaannya,","Di wewengkon Aser: Masal, Abdon,"
1 Tawarikh,1,75,"Hukok and its pasturelands, and Rehob and its pasturelands.",Hukok dengan tanah-tanah penggembalaannya dan Rehob dengan tanah-tanah penggembalaannya;,Hukok jeung Rehob.
1 Tawarikh,1,76,"Within the territory of the tribe of Naphtali: Kedesh in Galilee and its pasturelands, Hammon and its pasturelands, and Kiriathaim and its pasturelands.","dari suku Naftali: Kedesh yang di Galilea dengan tanah-tanah penggembalaannya, Hamon dengan tanah-tanah penggembalaannya dan Kiryataim dengan tanah-tanah penggembalaannya.","Di wewengkon Naptali: Kedes di Galilea, Hamon jeung Kiryat Yarim."
1 Tawarikh,1,77,"The following belonged to the rest of Merari’s descendants:Within the territory of the tribe of Zebulun: Rimmono and its pasturelands, and Tabor and its pasturelands.",Keturunan Merari yang selebihnya mendapat dari suku Zebulon: Rimono dengan tanah-tanah penggembalaannya dan Tabor dengan tanah-tanah penggembalaannya;,Kota-kota katut jeung tanah-tanah sampalan anu dibikeun ka kulawarga-kulawarga kaom Merari nya eta: Di wewengkon Sebulun: Rimono jeung Tabor.
1 Tawarikh,1,78,"Within the territory of the tribe of Reuben across the Jordan River east of Jericho: Bezer in the desert and its pasturelands, Jahzah and its pasturelands,","dan di seberang sungai Yordan dekat Yerikho, di sebelah timur sungai Yordan, diberikan dari suku Ruben: Bezer yang di padang gurun dengan tanah-tanah penggembalaannya, Yahas dengan tanah-tanah penggembalaannya,","Di wewengkon Rubin wetaneun Walungan Yordan peuntaseun Yeriho: padataran Beser, Yahsa,"
1 Tawarikh,1,79,"Kedemoth and its pasturelands, and Mephaath and its pasturelands.",Kedemot dengan tanah-tanah penggembalaannya dan Mefaat dengan tanah-tanah penggembalaannya;,Kedemot jeung Mepaat.
1 Tawarikh,1,80,"Within the territory of the tribe of Gad: Ramoth in Gilead and its pasturelands, Mahanaim and its pasturelands,","dan dari suku Gad: Ramot di Gilead dengan tanah-tanah penggembalaannya, Mahanaim dengan tanah-tanah penggembalaannya,","Di wewengkon Gad: Ramot bilangan Gilad, Mahanaim,"
1 Tawarikh,1,81,"Heshbon and its pasturelands, and Jazer and its pasturelands.",Hesybon dengan tanah-tanah penggembalaannya dan Yaezer dengan tanah-tanah penggembalaannya.,Hesbon jeung Yaser.
1 Tesalonika,1,1,Tesalonika 1,Tesalonika 1,Tesalonika 1
1 Tesalonika,1,2,"We thank God always for all of you as we mention you constantly in our prayers,",Kami selalu mengucap syukur kepada Allah karena kamu semua dan menyebut kamu dalam doa kami.,Sim kuring teu kendat muji sukur ka Allah ku hal aranjeun. Unggal neneda aranjeun sok disebut.
1 Tesalonika,1,3,because we recall in the presence of our God and Father your work of faith and labor of love and endurance of hope in our Lord Jesus Christ.,"Sebab kami selalu mengingat pekerjaan imanmu, usaha kasihmu dan ketekunan pengharapanmu kepada Tuhan kita Yesus Kristus di hadapan Allah dan Bapa kita.","Saban-saban neneda ka Allah Rama urang, sim kuring teh inget ka aranjeun, anu sakitu percayana ka Kristus, nyata dina hirup aranjeun. Aranjeun sakitu mikahemanna ka nu sejen, nepi ka daek nyorang hese cape, jeung teguh mantengkeun harepan ka Gusti urang Yesus Kristus."
1 Tesalonika,1,4,"We know, brothers and sisters loved by God, that he has chosen you,","Dan kami tahu, hai saudara-saudara yang dikasihi Allah, bahwa Ia telah memilih kamu.","Sim kuring terang dulur-dulur, aranjeun teh ku Allah dipikaasih, dipilih jadi kagungana-Na ku manten."
